image,k,space,vifp,psnr,ssim,dE00,lpips_alex,lpips_vgg
siberian_tiger,4,luv,0.196733,21.877719,0.687368,7.693482,0.341335,0.562107
siberian_tiger,4,rgb,0.247015,23.328887,0.731438,7.691182,0.321523,0.544674
siberian_tiger,4,xyz,0.164464,19.444947,0.620249,10.656178,0.489711,0.636237
siberian_tiger,16,luv,0.362443,27.644849,0.813802,3.839691,0.210657,0.401371
siberian_tiger,16,rgb,0.467197,30.066611,0.888269,4.215898,0.164118,0.342186
siberian_tiger,16,xyz,0.381868,26.882283,0.781784,6.313035,0.254059,0.448085
siberian_tiger,64,luv,0.518975,31.951772,0.916386,2.438227,0.092855,0.253330
siberian_tiger,64,rgb,0.631907,35.210717,0.961903,2.661672,0.033090,0.130855
siberian_tiger,64,xyz,0.554348,32.419401,0.893116,3.944289,0.101609,0.270538
siberian_tiger,256,luv,0.641362,35.516725,0.962025,1.591701,0.026501,0.109172
siberian_tiger,256,rgb,0.742800,39.144832,0.984198,1.849338,0.009777,0.042200
siberian_tiger,256,xyz,0.677145,36.024578,0.962828,2.916297,0.028559,0.086153
skiers,4,luv,0.145774,19.108156,0.597821,9.161358,0.362985,0.547623
skiers,4,rgb,0.195275,20.888390,0.666485,8.989524,0.397901,0.560140
skiers,4,xyz,0.227364,18.912839,0.671536,11.104045,0.389649,0.544603
skiers,16,luv,0.263724,24.181022,0.736527,5.207474,0.261891,0.445314
skiers,16,rgb,0.418016,26.959921,0.857133,5.396021,0.130309,0.299214
skiers,16,xyz,0.395859,24.832170,0.842800,6.685439,0.156759,0.292213
skiers,64,luv,0.455672,28.584976,0.881469,3.249379,0.087813,0.217729
skiers,64,rgb,0.590670,32.007691,0.942300,3.285723,0.040046,0.116458
skiers,64,xyz,0.561531,28.713108,0.929232,4.546340,0.063434,0.132974
skiers,256,luv,0.606913,32.866150,0.946844,2.049323,0.027874,0.098821
skiers,256,rgb,0.722263,36.428633,0.975669,2.287512,0.010889,0.042228
skiers,256,xyz,0.673757,32.787176,0.963309,3.036824,0.022688,0.058073
spices,4,luv,0.208187,19.261055,0.553767,9.848299,0.347030,0.553790
spices,4,rgb,0.301954,21.240956,0.676001,9.548500,0.272451,0.456752
spices,4,xyz,0.242726,19.164412,0.584412,11.965765,0.372562,0.562614
spices,16,luv,0.343869,23.665115,0.718365,5.789841,0.159211,0.335117
spices,16,rgb,0.462567,26.725595,0.825916,6.147116,0.111141,0.243443
spices,16,xyz,0.433116,23.867679,0.772040,7.835166,0.153555,0.282324
spices,64,luv,0.481606,28.081468,0.840070,3.515245,0.070780,0.192111
spices,64,rgb,0.606179,31.624391,0.927878,3.838816,0.039867,0.117244
spices,64,xyz,0.556131,27.798100,0.855442,5.483853,0.076435,0.142231
spices,256,luv,0.617120,32.405923,0.927142,2.135204,0.027632,0.093420
spices,256,rgb,0.722732,36.117013,0.970920,2.373415,0.011644,0.044009
spices,256,xyz,0.670343,32.089910,0.922428,3.769878,0.033303,0.074307
sports_bicycles,4,luv,0.156845,16.781753,0.547530,13.253778,0.397274,0.540356
sports_bicycles,4,rgb,0.208778,18.206200,0.636603,12.952595,0.356254,0.510122
sports_bicycles,4,xyz,0.196441,16.245199,0.601615,17.404376,0.436669,0.594598
sports_bicycles,16,luv,0.275685,21.205242,0.720046,7.958034,0.221374,0.374391
sports_bicycles,16,rgb,0.366680,23.827200,0.804196,7.998038,0.159682,0.317743
sports_bicycles,16,xyz,0.331012,21.376554,0.767003,10.221421,0.214333,0.357018
sports_bicycles,64,luv,0.398053,25.208144,0.827494,5.058667,0.129524,0.265267
sports_bicycles,64,rgb,0.509451,28.575606,0.898897,5.231879,0.058757,0.188953
sports_bicycles,64,xyz,0.465336,25.864309,0.868645,6.669969,0.088175,0.209899
sports_bicycles,256,luv,0.528231,29.346886,0.903314,3.124470,0.063519,0.175896
sports_bicycles,256,rgb,0.634184,32.869967,0.949454,3.466802,0.017784,0.093031
sports_bicycles,256,xyz,0.586916,29.210314,0.928388,4.882351,0.038353,0.094899
sun_parakeet,4,luv,0.148757,20.869107,0.616732,8.710795,0.541479,0.589733
sun_parakeet,4,rgb,0.159841,21.198774,0.625721,8.788294,0.541074,0.591555
sun_parakeet,4,xyz,0.212870,18.939656,0.644039,10.907455,0.542184,0.576387
sun_parakeet,16,luv,0.322796,26.149011,0.775699,4.743642,0.409852,0.476203
sun_parakeet,16,rgb,0.455653,28.369199,0.857750,5.414918,0.356212,0.439809
sun_parakeet,16,xyz,0.430170,25.950333,0.828639,6.339903,0.352342,0.447285
sun_parakeet,64,luv,0.475564,30.237370,0.873963,2.891525,0.279031,0.375942
sun_parakeet,64,rgb,0.588348,33.214927,0.922901,3.113408,0.170324,0.323968
sun_parakeet,64,xyz,0.598743,30.016029,0.908059,4.992514,0.204598,0.314179
sun_parakeet,256,luv,0.608112,34.190288,0.927669,1.760663,0.150499,0.291440
sun_parakeet,256,rgb,0.718628,37.696291,0.962048,2.033680,0.060989,0.198218
sun_parakeet,256,xyz,0.704749,34.132667,0.946535,3.205998,0.078230,0.195819
tablet,4,luv,0.077389,18.666258,0.864765,6.468285,0.274204,0.281717
tablet,4,rgb,0.206077,20.862141,0.898452,6.022725,0.221757,0.253558
tablet,4,xyz,0.219434,19.475233,0.893941,6.787910,0.231616,0.278798
tablet,16,luv,0.262829,27.178536,0.913978,1.947016,0.126298,0.177921
tablet,16,rgb,0.316281,28.048253,0.928318,2.240847,0.108748,0.162888
tablet,16,xyz,0.345754,25.034829,0.917335,2.582273,0.124832,0.169326
tablet,64,luv,0.490740,32.854719,0.953966,0.862780,0.052444,0.117114
tablet,64,rgb,0.556601,35.633704,0.966527,0.847176,0.035317,0.098350
tablet,64,xyz,0.558158,32.596743,0.965519,0.927542,0.032976,0.073505
tablet,256,luv,0.645842,39.354726,0.977098,0.388469,0.019564,0.076414
tablet,256,rgb,0.733472,42.352348,0.986186,0.437193,0.007090,0.033156
tablet,256,xyz,0.707687,38.468416,0.981841,0.464002,0.010706,0.026833
textile_market,4,luv,0.065179,15.225347,0.307918,14.949594,0.428139,0.542495
textile_market,4,rgb,0.153823,17.602666,0.534915,12.023885,0.330176,0.457996
textile_market,4,xyz,0.101372,15.904708,0.419872,14.339095,0.399953,0.546896
textile_market,16,luv,0.224755,21.156960,0.641877,6.601094,0.152511,0.314622
textile_market,16,rgb,0.302391,23.285723,0.766267,6.242735,0.111381,0.248561
textile_market,16,xyz,0.250896,20.458928,0.681975,8.382303,0.163608,0.305350
textile_market,64,luv,0.351315,24.911371,0.788983,4.103600,0.071407,0.198614
textile_market,64,rgb,0.460446,28.204295,0.892052,3.785605,0.034286,0.126959
textile_market,64,xyz,0.373108,24.266510,0.789653,5.284236,0.073017,0.167818
textile_market,256,luv,0.487025,28.840592,0.887058,2.516012,0.028805,0.106741
textile_market,256,rgb,0.594257,32.442368,0.950180,2.392451,0.010222,0.061051
textile_market,256,xyz,0.497784,27.851509,0.877848,3.535718,0.033166,0.088149
trade_fair_tower,4,luv,0.125442,21.665473,0.754851,6.293693,0.345902,0.447314
trade_fair_tower,4,rgb,0.177167,23.345088,0.806933,5.937783,0.273163,0.402535
trade_fair_tower,4,xyz,0.168868,20.996089,0.776682,7.055281,0.400283,0.490224
trade_fair_tower,16,luv,0.288299,27.553492,0.849550,2.930092,0.239934,0.358927
trade_fair_tower,16,rgb,0.406836,30.382770,0.901856,2.934592,0.200088,0.335129
trade_fair_tower,16,xyz,0.391670,27.288780,0.878863,3.563667,0.210186,0.350054
trade_fair_tower,64,luv,0.499562,34.153897,0.927221,1.497932,0.138554,0.305214
trade_fair_tower,64,rgb,0.610954,36.607907,0.956096,1.514911,0.082705,0.258100
trade_fair_tower,64,xyz,0.563302,32.990673,0.936749,1.941925,0.082817,0.256860
trade_fair_tower,256,luv,0.667921,39.047910,0.965788,0.881520,0.056500,0.225330
trade_fair_tower,256,rgb,0.766206,42.119287,0.981544,0.931360,0.025811,0.158443
trade_fair_tower,256,xyz,0.723110,37.957138,0.971602,1.203101,0.021305,0.108966
traffic,4,luv,0.240145,18.836215,0.671350,11.053217,0.310395,0.490776
traffic,4,rgb,0.239874,19.319397,0.663050,11.151627,0.323629,0.506947
traffic,4,xyz,0.219500,17.757058,0.599390,13.310344,0.434613,0.562945
traffic,16,luv,0.359627,23.554584,0.803893,5.890467,0.129698,0.282470
traffic,16,rgb,0.474003,25.960407,0.882036,6.635055,0.103802,0.211465
traffic,16,xyz,0.404240,22.872283,0.821899,8.376708,0.194699,0.316733
traffic,64,luv,0.505161,28.116681,0.898962,3.594706,0.050429,0.145767
traffic,64,rgb,0.600342,31.148847,0.942236,3.890797,0.028495,0.095137
traffic,64,xyz,0.545710,27.705494,0.916180,5.408820,0.082375,0.148393
traffic,256,luv,0.630925,32.215433,0.951701,2.309522,0.017574,0.065155
traffic,256,rgb,0.727537,35.773222,0.977496,2.633987,0.008294,0.032175
traffic,256,xyz,0.665497,31.035688,0.956367,3.763193,0.036776,0.069678
tulip_field,4,luv,0.095797,15.625277,0.437484,12.537734,0.403212,0.542224
tulip_field,4,rgb,0.131098,16.461577,0.482833,13.586439,0.340345,0.527520
tulip_field,4,xyz,0.120203,14.926258,0.458531,18.497808,0.526484,0.635828
tulip_field,16,luv,0.232063,20.519874,0.665807,6.792714,0.175930,0.336838
tulip_field,16,rgb,0.325359,23.119650,0.780590,6.807338,0.114183,0.288813
tulip_field,16,xyz,0.255292,19.806830,0.682818,9.423897,0.209195,0.392544
tulip_field,64,luv,0.374243,24.741217,0.809369,3.934509,0.076576,0.203320
tulip_field,64,rgb,0.487810,28.222369,0.893593,4.045639,0.042633,0.154841
tulip_field,64,xyz,0.415228,24.369930,0.831425,5.139528,0.088512,0.192464
tulip_field,256,luv,0.508451,28.439874,0.894475,2.405698,0.035741,0.128806
tulip_field,256,rgb,0.629107,32.788603,0.953615,2.526499,0.012637,0.067485
tulip_field,256,xyz,0.539092,28.237213,0.904935,3.457812,0.033452,0.080796
umbrellas,4,luv,0.137251,15.826589,0.497522,13.940203,0.415902,0.550294
umbrellas,4,rgb,0.205396,17.099830,0.613334,13.680860,0.369166,0.520674
umbrellas,4,xyz,0.155198,16.078945,0.504948,15.545190,0.459783,0.574343
umbrellas,16,luv,0.256910,20.962967,0.689682,7.489976,0.197702,0.350651
umbrellas,16,rgb,0.360565,24.146065,0.801515,8.030803,0.147774,0.298675
umbrellas,16,xyz,0.330191,21.866843,0.757692,8.973095,0.195587,0.336544
umbrellas,64,luv,0.408378,26.345967,0.835398,4.167681,0.076628,0.210281
umbrellas,64,rgb,0.505913,29.240501,0.898488,4.616031,0.045869,0.150690
umbrellas,64,xyz,0.453706,25.274560,0.853260,6.502837,0.105258,0.203271
umbrellas,256,luv,0.542803,30.207169,0.910657,2.498713,0.031851,0.114311
umbrellas,256,rgb,0.645460,33.866918,0.953723,2.869386,0.014425,0.069425
umbrellas,256,xyz,0.589387,29.554143,0.923456,4.465987,0.039112,0.096445
veggie_pizza,4,luv,0.086656,19.359062,0.662503,7.013004,0.499032,0.573957
veggie_pizza,4,rgb,0.160426,21.137197,0.703007,7.134007,0.448113,0.555253
veggie_pizza,4,xyz,0.178704,20.240029,0.696749,7.119433,0.448121,0.546625
veggie_pizza,16,luv,0.268077,24.792358,0.764487,3.801883,0.227987,0.408281
veggie_pizza,16,rgb,0.337699,27.531269,0.829011,3.654406,0.191271,0.378929
veggie_pizza,16,xyz,0.405807,25.450467,0.865780,4.063004,0.164219,0.288930
veggie_pizza,64,luv,0.436707,29.035247,0.887812,2.300280,0.084020,0.233736
veggie_pizza,64,rgb,0.567556,32.725287,0.938440,2.394368,0.048251,0.158975
veggie_pizza,64,xyz,0.593737,29.127282,0.936183,2.928914,0.055070,0.115069
veggie_pizza,256,luv,0.582112,32.993411,0.941679,1.385196,0.042564,0.138947
veggie_pizza,256,rgb,0.721350,37.279324,0.976413,1.682417,0.012202,0.062073
veggie_pizza,256,xyz,0.693623,33.185937,0.966874,1.971678,0.021527,0.044283
veggies,4,luv,0.160313,16.772225,0.566508,14.717601,0.434932,0.543356
veggies,4,rgb,0.230664,17.768198,0.648592,13.995181,0.420068,0.534971
veggies,4,xyz,0.191806,16.964492,0.578879,13.740281,0.471195,0.554057
veggies,16,luv,0.240832,21.416895,0.684011,6.943581,0.214878,0.356192
veggies,16,rgb,0.355283,24.295625,0.781213,7.674539,0.158695,0.307802
veggies,16,xyz,0.338159,22.289485,0.744733,9.170728,0.218851,0.349893
veggies,64,luv,0.403572,26.432764,0.809942,3.463442,0.094642,0.211111
veggies,64,rgb,0.513145,29.908747,0.889358,3.505872,0.051812,0.154460
veggies,64,xyz,0.462576,26.221265,0.834357,6.155866,0.099349,0.190668
veggies,256,luv,0.556705,31.071104,0.894867,1.997005,0.034981,0.111003
veggies,256,rgb,0.669385,35.080498,0.953946,2.045487,0.015593,0.066345
veggies,256,xyz,0.601634,30.665094,0.905616,3.348006,0.036091,0.077775
venetian_lagoon,4,luv,0.158112,18.043925,0.674688,11.024859,0.289942,0.467419
venetian_lagoon,4,rgb,0.231281,19.592147,0.746748,11.298088,0.241303,0.438111
venetian_lagoon,4,xyz,0.214495,18.199648,0.724932,12.105664,0.279369,0.486036
venetian_lagoon,16,luv,0.328158,24.295792,0.836263,5.563938,0.117372,0.303100
venetian_lagoon,16,rgb,0.403439,26.452600,0.875411,5.478921,0.111762,0.280351
venetian_lagoon,16,xyz,0.376202,24.051976,0.843734,6.879867,0.144213,0.311739
venetian_lagoon,64,luv,0.467679,29.436284,0.903982,2.937746,0.063456,0.222816
venetian_lagoon,64,rgb,0.563013,32.337816,0.938162,3.328581,0.046685,0.183189
venetian_lagoon,64,xyz,0.517802,28.522702,0.906179,4.284491,0.061498,0.191548
venetian_lagoon,256,luv,0.595100,33.467989,0.945033,1.837344,0.039104,0.155209
venetian_lagoon,256,rgb,0.698011,36.924006,0.970636,2.162884,0.015394,0.107520
venetian_lagoon,256,xyz,0.639547,32.989029,0.953415,2.971063,0.022321,0.099897
vintage_cars,4,luv,0.137600,15.403773,0.458093,13.427759,0.508197,0.596269
vintage_cars,4,rgb,0.183324,17.962890,0.566115,15.085114,0.532136,0.657152
vintage_cars,4,xyz,0.222691,16.300348,0.587346,17.131334,0.573755,0.629735
vintage_cars,16,luv,0.276628,21.731443,0.692977,6.659629,0.331936,0.450615
vintage_cars,16,rgb,0.371459,24.458493,0.783656,7.012545,0.306269,0.426865
vintage_cars,16,xyz,0.343221,21.764703,0.736153,8.960168,0.341347,0.458977
vintage_cars,64,luv,0.433394,26.974462,0.840623,3.705252,0.218470,0.338601
vintage_cars,64,rgb,0.544537,30.151710,0.907509,4.024177,0.139447,0.270691
vintage_cars,64,xyz,0.495069,26.852044,0.861004,5.152848,0.172620,0.297545
vintage_cars,256,luv,0.581138,31.460422,0.921486,2.235398,0.120230,0.212061
vintage_cars,256,rgb,0.687507,34.815149,0.959546,2.509187,0.039606,0.126640
vintage_cars,256,xyz,0.645134,31.182450,0.934259,3.399127,0.060660,0.151804
wooden_toys,4,luv,0.093082,17.069612,0.689707,9.736963,0.435266,0.576673
wooden_toys,4,rgb,0.198198,19.985470,0.755918,8.463179,0.439516,0.581531
wooden_toys,4,xyz,0.208880,18.359928,0.725134,8.836691,0.499407,0.593046
wooden_toys,16,luv,0.237847,24.296822,0.769087,4.817486,0.352253,0.505416
wooden_toys,16,rgb,0.331790,26.615970,0.825284,4.942970,0.325516,0.481919
wooden_toys,16,xyz,0.336430,23.090459,0.803115,5.852027,0.358018,0.504306
wooden_toys,64,luv,0.399976,29.702481,0.851681,2.555369,0.232972,0.406286
wooden_toys,64,rgb,0.525422,32.852305,0.912552,2.685316,0.138287,0.313147
wooden_toys,64,xyz,0.512377,28.117949,0.892654,3.659917,0.142662,0.305494
wooden_toys,256,luv,0.564279,34.627577,0.922743,1.477895,0.111298,0.265747
wooden_toys,256,rgb,0.699582,38.160069,0.965486,1.666129,0.040634,0.142608
wooden_toys,256,xyz,0.671998,33.825154,0.949042,2.106543,0.034575,0.118507
wool_carder_bee,4,luv,0.079350,17.652350,0.481491,12.207630,0.521504,0.588529
wool_carder_bee,4,rgb,0.135196,19.406354,0.578145,13.271628,0.497485,0.604529
wool_carder_bee,4,xyz,0.136825,17.851353,0.548047,15.155365,0.542122,0.661433
wool_carder_bee,16,luv,0.204826,22.268172,0.652874,6.528587,0.338228,0.471239
wool_carder_bee,16,rgb,0.282896,25.225922,0.742685,7.171617,0.296666,0.462738
wool_carder_bee,16,xyz,0.266161,21.827593,0.670799,10.246264,0.358886,0.504995
wool_carder_bee,64,luv,0.342221,26.464269,0.765931,3.819354,0.206123,0.358651
wool_carder_bee,64,rgb,0.419739,29.935108,0.840777,3.963909,0.166674,0.337375
wool_carder_bee,64,xyz,0.391717,26.213979,0.781301,6.220944,0.189886,0.325859
wool_carder_bee,256,luv,0.471794,30.266980,0.846594,2.264385,0.140416,0.254388
wool_carder_bee,256,rgb,0.569248,34.448884,0.915520,2.370394,0.069519,0.198496
wool_carder_bee,256,xyz,0.508193,30.349414,0.861545,3.775752,0.090546,0.194755
yasaka_pagoda,4,luv,0.242994,20.613380,0.736246,7.784643,0.259829,0.449097
yasaka_pagoda,4,rgb,0.270452,22.813448,0.745410,7.619144,0.295704,0.469448
yasaka_pagoda,4,xyz,0.238914,21.654864,0.702251,8.224726,0.340569,0.500175
yasaka_pagoda,16,luv,0.405701,27.233834,0.852088,3.942012,0.142061,0.311550
yasaka_pagoda,16,rgb,0.500991,29.684361,0.891352,3.960616,0.138028,0.283667
yasaka_pagoda,16,xyz,0.469594,27.735572,0.875631,4.832439,0.165949,0.323524
yasaka_pagoda,64,luv,0.578493,32.830138,0.923294,2.281931,0.079256,0.211032
yasaka_pagoda,64,rgb,0.674967,35.318790,0.953303,2.379734,0.055851,0.160705
yasaka_pagoda,64,xyz,0.635488,32.576660,0.945219,3.251103,0.058781,0.175185
yasaka_pagoda,256,luv,0.718175,37.318581,0.965578,1.456499,0.031928,0.128404
yasaka_pagoda,256,rgb,0.812084,40.407116,0.983647,1.614670,0.013140,0.073211
yasaka_pagoda,256,xyz,0.771074,37.470905,0.978168,2.084558,0.015772,0.059855
