image,k,space,vifp,psnr,ssim,dE00,lpips_alex,lpips_vgg
easter_egg_basket,4,xyz,0.114118,16.822589,0.524655,15.822338,0.571598,0.664997
easter_egg_basket,16,luv,0.195003,21.608720,0.645489,6.722912,0.377320,0.486763
easter_egg_basket,16,rgb,0.289117,24.080008,0.727709,7.601333,0.355012,0.466199
easter_egg_basket,16,xyz,0.282959,21.550365,0.697739,9.565199,0.373770,0.508839
easter_egg_basket,64,luv,0.338882,25.616169,0.758251,3.982732,0.267937,0.385723
easter_egg_basket,64,rgb,0.453016,29.134986,0.852625,4.220636,0.178739,0.319558
easter_egg_basket,64,xyz,0.402983,25.835034,0.805376,6.142175,0.199492,0.336818
easter_egg_basket,256,luv,0.480448,29.714610,0.849487,2.424174,0.184090,0.277702
easter_egg_basket,256,rgb,0.595134,33.688399,0.923746,2.631028,0.073206,0.180886
easter_egg_basket,256,xyz,0.528524,29.620873,0.882714,3.968343,0.073616,0.145523
easter_eggs,4,luv,0.048677,12.538018,0.606289,18.023098,0.488700,0.558121
easter_eggs,4,rgb,0.096234,15.824811,0.635690,16.703967,0.489043,0.613453
easter_eggs,4,xyz,0.103673,13.289217,0.598569,20.737748,0.595913,0.721261
easter_eggs,16,luv,0.161659,21.386240,0.652968,6.584617,0.403918,0.507166
easter_eggs,16,rgb,0.191599,23.630432,0.694821,6.371814,0.381705,0.498494
easter_eggs,16,xyz,0.202091,20.001849,0.648680,9.292668,0.409313,0.537365
easter_eggs,64,luv,0.288604,26.894127,0.726561,3.253893,0.244307,0.434778
easter_eggs,64,rgb,0.345461,29.765673,0.796131,3.182111,0.201245,0.414834
easter_eggs,64,xyz,0.367087,26.237365,0.753801,4.347124,0.181598,0.393526
easter_eggs,256,luv,0.440218,31.400470,0.823339,1.679285,0.118398,0.323038
easter_eggs,256,rgb,0.521327,35.288249,0.897044,1.742005,0.062378,0.276826
easter_eggs,256,xyz,0.522905,29.760900,0.828455,2.559191,0.077410,0.228170
eastern_rosella,4,luv,0.084696,17.666670,0.608184,10.128465,0.497345,0.552149
eastern_rosella,4,rgb,0.214061,20.321918,0.777052,9.843553,0.456515,0.507068
eastern_rosella,4,xyz,0.176964,18.923815,0.737694,12.082532,0.480432,0.535595
eastern_rosella,16,luv,0.240804,23.427547,0.783463,5.300097,0.402244,0.441175
eastern_rosella,16,rgb,0.343890,25.969241,0.845770,5.971965,0.369164,0.429833
eastern_rosella,16,xyz,0.320592,24.098852,0.832721,6.779236,0.352535,0.419406
eastern_rosella,64,luv,0.370640,27.186318,0.858354,3.345747,0.326907,0.392312
eastern_rosella,64,rgb,0.486106,30.522595,0.909478,3.810914,0.280124,0.350106
eastern_rosella,64,xyz,0.453904,27.538739,0.895898,4.759046,0.288550,0.350129
eastern_rosella,256,luv,0.496854,30.899311,0.912913,2.145934,0.243069,0.332474
eastern_rosella,256,rgb,0.616884,34.774888,0.953734,2.385831,0.148042,0.280183
eastern_rosella,256,xyz,0.567414,30.866654,0.936798,3.464237,0.186733,0.282603
felt_ball_trivet,4,luv,0.066699,14.869476,0.445417,17.656521,0.558236,0.672800
felt_ball_trivet,4,rgb,0.079324,17.308927,0.474787,16.340785,0.552419,0.668762
felt_ball_trivet,4,xyz,0.097096,15.173508,0.464389,19.563007,0.688953,0.759536
felt_ball_trivet,16,luv,0.115352,21.356885,0.536889,7.414919,0.423727,0.529829
felt_ball_trivet,16,rgb,0.190497,23.249965,0.622033,8.852678,0.380218,0.532138
felt_ball_trivet,16,xyz,0.179466,19.586480,0.548955,11.647405,0.476135,0.601095
felt_ball_trivet,64,luv,0.244476,26.019769,0.663751,4.068050,0.293730,0.444170
felt_ball_trivet,64,rgb,0.339669,28.827886,0.766002,4.206520,0.215934,0.407154
felt_ball_trivet,64,xyz,0.327785,24.143626,0.677660,6.738249,0.267536,0.440627
felt_ball_trivet,256,luv,0.397370,30.212794,0.785196,2.385190,0.173461,0.346804
felt_ball_trivet,256,rgb,0.528404,33.853536,0.893934,2.467118,0.093268,0.278106
felt_ball_trivet,256,xyz,0.480550,28.560618,0.785830,3.710777,0.122849,0.274592
fishing_nets,4,luv,0.064749,14.248653,0.305665,18.829044,0.573613,0.644218
fishing_nets,4,rgb,0.150400,16.693561,0.494568,18.042136,0.465463,0.590548
fishing_nets,4,xyz,0.135906,15.182070,0.442764,19.774993,0.483217,0.618497
fishing_nets,16,luv,0.199553,20.365973,0.603773,7.872538,0.289325,0.396948
fishing_nets,16,rgb,0.312620,22.741298,0.786221,8.320328,0.190319,0.328462
fishing_nets,16,xyz,0.347917,19.162999,0.779264,13.987840,0.235316,0.342264
fishing_nets,64,luv,0.378257,25.561957,0.853830,4.144251,0.121791,0.196600
fishing_nets,64,rgb,0.484314,28.557472,0.925475,3.944473,0.057987,0.140638
fishing_nets,64,xyz,0.438988,24.380819,0.860227,6.915253,0.097910,0.159379
fishing_nets,256,luv,0.529024,29.889426,0.938935,2.491202,0.040622,0.101624
fishing_nets,256,rgb,0.631247,33.229058,0.970977,2.408941,0.013772,0.053677
fishing_nets,256,xyz,0.572241,29.238550,0.936922,3.451327,0.034983,0.061384
floating_market,4,luv,0.181512,17.425964,0.630384,12.279519,0.316481,0.516449
floating_market,4,rgb,0.291054,20.484756,0.800662,11.005894,0.341313,0.441644
floating_market,4,xyz,0.238696,19.050370,0.710601,12.283808,0.383944,0.512330
floating_market,16,luv,0.336301,21.978875,0.832412,7.398391,0.125606,0.240644
floating_market,16,rgb,0.438819,24.909614,0.905842,8.250106,0.134579,0.222657
floating_market,16,xyz,0.381725,22.953846,0.869840,9.008200,0.234820,0.309865
floating_market,64,luv,0.466500,25.971477,0.915023,4.714003,0.048246,0.126318
floating_market,64,rgb,0.570194,29.188823,0.955731,5.290162,0.035613,0.086224
floating_market,64,xyz,0.496420,25.874321,0.930924,7.009442,0.121211,0.161365
floating_market,256,luv,0.585886,29.645928,0.957827,3.053177,0.018244,0.065975
floating_market,256,rgb,0.683520,33.231625,0.979938,3.545446,0.010385,0.037523
floating_market,256,xyz,0.618673,29.404962,0.966152,5.120223,0.047573,0.073506
fruit_dessert,4,luv,0.116434,16.461637,0.364191,12.419519,0.471078,0.610694
fruit_dessert,4,rgb,0.128289,18.899720,0.426511,13.681677,0.457576,0.648232
fruit_dessert,4,xyz,0.135235,17.118568,0.412259,16.056643,0.580898,0.715545
fruit_dessert,16,luv,0.236459,23.183673,0.578150,5.873145,0.176435,0.391927
fruit_dessert,16,rgb,0.306001,25.433821,0.698831,6.048786,0.113724,0.338252
fruit_dessert,16,xyz,0.235296,21.763998,0.560949,9.189223,0.247154,0.447771
fruit_dessert,64,luv,0.372992,27.089766,0.732662,3.481955,0.083027,0.194775
fruit_dessert,64,rgb,0.474096,30.348213,0.859953,3.554715,0.028374,0.106125
fruit_dessert,64,xyz,0.370965,26.494139,0.723174,5.385104,0.076913,0.182267
fruit_dessert,256,luv,0.508302,30.683121,0.847682,2.129961,0.028937,0.085733
fruit_dessert,256,rgb,0.621434,34.640917,0.937310,2.229646,0.006636,0.035151
fruit_dessert,256,xyz,0.499124,30.470194,0.829144,3.376690,0.027763,0.072401
fruit_stand,4,luv,0.118978,16.438223,0.456094,14.799655,0.447770,0.614406
fruit_stand,4,rgb,0.237771,19.171724,0.706843,14.916090,0.384738,0.555539
fruit_stand,4,xyz,0.194976,17.737179,0.607424,16.331947,0.452919,0.611800
fruit_stand,16,luv,0.247230,20.677578,0.702219,8.653312,0.199452,0.397166
fruit_stand,16,rgb,0.375483,23.850681,0.850367,9.737998,0.149061,0.290068
fruit_stand,16,xyz,0.330698,21.869786,0.804463,12.136022,0.266009,0.399584
fruit_stand,64,luv,0.384299,24.663212,0.841390,5.468994,0.087450,0.226589
fruit_stand,64,rgb,0.500960,28.093935,0.920463,6.181278,0.049148,0.140984
fruit_stand,64,xyz,0.438433,25.293174,0.890429,8.866858,0.120990,0.210101
fruit_stand,256,luv,0.515014,28.398918,0.916954,3.506910,0.038589,0.130392
fruit_stand,256,rgb,0.622662,32.170041,0.962455,3.951769,0.015010,0.064019
fruit_stand,256,xyz,0.548201,28.729429,0.939970,6.279282,0.051699,0.095868
fruits,4,luv,0.066423,14.299198,0.392889,16.984722,0.560491,0.697703
fruits,4,rgb,0.165012,17.751272,0.543834,16.433317,0.522185,0.685585
fruits,4,xyz,0.170302,16.328286,0.531964,20.109196,0.573085,0.729901
fruits,16,luv,0.188572,20.304511,0.575234,8.666411,0.369453,0.544402
fruits,16,rgb,0.281044,22.984097,0.693809,10.150303,0.298491,0.505418
fruits,16,xyz,0.276740,19.991922,0.653271,14.917624,0.364430,0.571408
fruits,64,luv,0.311632,25.199039,0.724195,4.916332,0.194965,0.418711
fruits,64,rgb,0.418697,28.293855,0.818717,5.212873,0.120920,0.324719
fruits,64,xyz,0.380019,24.970479,0.767400,8.353294,0.165585,0.344038
fruits,256,luv,0.456623,29.727417,0.841508,2.893176,0.086632,0.245660
fruits,256,rgb,0.568335,33.065561,0.909394,3.055365,0.032896,0.139434
fruits,256,xyz,0.518338,29.557670,0.868663,4.836373,0.067011,0.168913
fruits_veggies,4,luv,0.078530,13.470633,0.463823,15.509697,0.470561,0.578698
fruits_veggies,4,rgb,0.177732,17.048704,0.598588,14.491893,0.428519,0.558919
fruits_veggies,4,xyz,0.147837,15.707184,0.549112,14.211781,0.458144,0.580731
fruits_veggies,16,luv,0.225903,20.757681,0.653738,7.397875,0.236888,0.408852
fruits_veggies,16,rgb,0.317044,23.755792,0.755116,7.455912,0.233236,0.395348
fruits_veggies,16,xyz,0.281703,20.129200,0.662877,9.491822,0.282593,0.435155
fruits_veggies,64,luv,0.342841,24.878305,0.750579,3.965601,0.157087,0.298573
fruits_veggies,64,rgb,0.455558,29.010233,0.868973,4.017158,0.111999,0.263571
fruits_veggies,64,xyz,0.403398,24.614674,0.768256,5.608394,0.142884,0.288653
fruits_veggies,256,luv,0.487714,29.385543,0.850356,2.273153,0.099437,0.218216
fruits_veggies,256,rgb,0.600151,33.732100,0.938821,2.358994,0.051384,0.169508
fruits_veggies,256,xyz,0.526940,28.777708,0.862414,3.518850,0.052409,0.168532
german_hot_air_balloon,4,luv,0.134549,20.806174,0.860647,6.110521,0.213113,0.377322
german_hot_air_balloon,4,rgb,0.161054,22.033547,0.879783,7.426423,0.215192,0.403897
german_hot_air_balloon,4,xyz,0.149201,21.056789,0.864138,7.187335,0.217085,0.408129
german_hot_air_balloon,16,luv,0.294413,26.288671,0.901667,3.003357,0.168413,0.330247
german_hot_air_balloon,16,rgb,0.340698,28.386620,0.920229,2.996904,0.151541,0.314729
german_hot_air_balloon,16,xyz,0.320207,25.585495,0.895277,3.991584,0.182382,0.380943
german_hot_air_balloon,64,luv,0.450915,31.682976,0.934734,1.561310,0.112478,0.321461
german_hot_air_balloon,64,rgb,0.521408,34.522362,0.952264,1.641470,0.085092,0.301718
german_hot_air_balloon,64,xyz,0.479402,31.592807,0.944826,2.043042,0.052257,0.272314
german_hot_air_balloon,256,luv,0.601374,36.835637,0.963909,0.859866,0.040078,0.251951
german_hot_air_balloon,256,rgb,0.675731,39.992214,0.976658,0.912023,0.015539,0.188997
german_hot_air_balloon,256,xyz,0.625022,36.273399,0.970621,1.224889,0.014187,0.128452
girl,4,luv,0.121800,20.999901,0.668004,7.953614,0.426356,0.548509
girl,4,rgb,0.146886,21.854601,0.692248,8.090101,0.420247,0.544537
girl,4,xyz,0.167331,20.040085,0.673883,10.482794,0.448432,0.546249
girl,16,luv,0.268793,26.854322,0.776227,4.174276,0.264785,0.437072
girl,16,rgb,0.358842,28.973060,0.831567,4.467477,0.206296,0.395329
girl,16,xyz,0.313548,25.657951,0.746673,5.983509,0.294370,0.431094
girl,64,luv,0.418874,31.768552,0.864143,2.289889,0.134780,0.307233
girl,64,rgb,0.549811,34.425339,0.925284,2.570354,0.066623,0.190909
girl,64,xyz,0.511317,31.695092,0.896119,3.499650,0.092460,0.217263
girl,256,luv,0.579415,36.206714,0.934478,1.388188,0.038365,0.143624
girl,256,rgb,0.703908,39.309946,0.969749,1.516593,0.012537,0.066600
girl,256,xyz,0.642446,35.355218,0.944692,2.462772,0.035770,0.094812
gourds,4,luv,0.124183,16.687906,0.455478,13.792272,0.377059,0.585858
gourds,4,rgb,0.190070,18.361822,0.590338,14.140963,0.359516,0.547310
gourds,4,xyz,0.156638,16.992522,0.507547,15.157327,0.438228,0.601906
gourds,16,luv,0.246508,21.258111,0.670964,7.411490,0.161531,0.360083
gourds,16,rgb,0.341596,24.224924,0.791920,8.103127,0.124697,0.296004
gourds,16,xyz,0.303021,21.244337,0.726755,10.962684,0.207460,0.367383
gourds,64,luv,0.379321,25.499194,0.807447,4.466991,0.069137,0.189843
gourds,64,rgb,0.479923,28.951046,0.890384,4.789752,0.039356,0.136944
gourds,64,xyz,0.424436,25.413634,0.835089,7.389990,0.089582,0.182553
gourds,256,luv,0.503108,29.055415,0.883648,2.822428,0.031174,0.100097
gourds,256,rgb,0.613354,33.218663,0.947801,3.109820,0.011647,0.052471
gourds,256,xyz,0.538343,29.364949,0.905778,4.793557,0.028769,0.070434
grilled_food,4,luv,0.154234,15.876239,0.366517,15.169073,0.510368,0.618172
grilled_food,4,rgb,0.213119,17.312998,0.461153,15.129224,0.494011,0.618986
grilled_food,4,xyz,0.193155,15.294050,0.409901,19.004189,0.581659,0.682133
grilled_food,16,luv,0.249650,20.009504,0.503038,7.860858,0.302390,0.454433
grilled_food,16,rgb,0.340650,23.209830,0.656954,7.924534,0.252872,0.432517
grilled_food,16,xyz,0.306602,19.545507,0.542236,13.461398,0.336471,0.520093
grilled_food,64,luv,0.380965,24.541287,0.702223,4.487612,0.197830,0.336506
grilled_food,64,rgb,0.483634,28.084729,0.828344,4.628822,0.112409,0.274375
grilled_food,64,xyz,0.417926,24.180182,0.681650,7.671622,0.147768,0.316946
grilled_food,256,luv,0.513214,28.689263,0.835884,2.619513,0.115395,0.211229
grilled_food,256,rgb,0.614636,32.631564,0.918637,2.753903,0.041269,0.136387
grilled_food,256,xyz,0.528302,27.923179,0.802289,4.726517,0.063306,0.176737
hard_candy,4,luv,0.098285,15.481142,0.429716,12.885859,0.417390,0.567367
hard_candy,4,rgb,0.162184,17.737781,0.530326,13.542884,0.384070,0.558180
hard_candy,4,xyz,0.127457,15.662938,0.473730,15.371776,0.465236,0.619776
hard_candy,16,luv,0.169833,20.346676,0.526458,7.114676,0.262549,0.449653
hard_candy,16,rgb,0.266367,23.338353,0.669541,6.946969,0.182328,0.391630
hard_candy,16,xyz,0.244184,19.757446,0.585852,9.126708,0.266924,0.434952
hard_candy,64,luv,0.289537,24.338507,0.661626,4.031928,0.138153,0.318394
hard_candy,64,rgb,0.414157,28.437304,0.820122,3.897620,0.070138,0.243764
hard_candy,64,xyz,0.369969,23.815653,0.705124,5.184012,0.125035,0.236917
hard_candy,256,luv,0.429964,28.715043,0.792437,2.337084,0.069720,0.199707
hard_candy,256,rgb,0.566490,33.290232,0.913852,2.248740,0.022391,0.112711
hard_candy,256,xyz,0.503377,27.711336,0.811408,3.038733,0.053161,0.111806
italian_hot_air_balloon,4,luv,0.058993,16.779485,0.659450,13.308516,0.422339,0.480036
italian_hot_air_balloon,4,rgb,0.152683,16.871698,0.730999,17.318419,0.351622,0.527195
italian_hot_air_balloon,4,xyz,0.206049,16.599309,0.728288,17.251150,0.351097,0.538797
italian_hot_air_balloon,16,luv,0.234269,21.716003,0.793389,5.713098,0.178822,0.329411
italian_hot_air_balloon,16,rgb,0.316959,24.488339,0.837139,5.968200,0.143134,0.315152
italian_hot_air_balloon,16,xyz,0.310386,21.642354,0.794959,8.234831,0.172215,0.339616
italian_hot_air_balloon,64,luv,0.390098,28.307727,0.861928,2.627294,0.098235,0.273504
italian_hot_air_balloon,64,rgb,0.468536,30.882930,0.898970,2.410904,0.065569,0.242428
italian_hot_air_balloon,64,xyz,0.443203,27.496021,0.870125,3.599302,0.075364,0.241459
italian_hot_air_balloon,256,luv,0.527639,33.016854,0.912096,1.451460,0.047571,0.211025
italian_hot_air_balloon,256,rgb,0.624155,36.293441,0.947015,1.369784,0.020620,0.165013
italian_hot_air_balloon,256,xyz,0.578908,31.837991,0.927299,1.959847,0.027181,0.124115
jacksons_chameleon,4,luv,0.077205,16.876470,0.414031,11.999093,0.540291,0.571880
jacksons_chameleon,4,rgb,0.176327,19.491479,0.610310,10.823076,0.402983,0.523280
jacksons_chameleon,4,xyz,0.191665,18.111740,0.606073,14.106627,0.456161,0.581529
jacksons_chameleon,16,luv,0.214086,21.477249,0.625659,6.671076,0.310185,0.444937
jacksons_chameleon,16,rgb,0.318778,24.640273,0.754857,6.668983,0.251097,0.388597
jacksons_chameleon,16,xyz,0.312543,22.551609,0.729450,7.924976,0.278889,0.401598
jacksons_chameleon,64,luv,0.330380,25.277130,0.750326,3.945515,0.187464,0.315138
jacksons_chameleon,64,rgb,0.438952,29.057668,0.840311,4.104980,0.125962,0.270364
jacksons_chameleon,64,xyz,0.420665,26.250369,0.822443,5.067077,0.142658,0.257999
jacksons_chameleon,256,luv,0.467309,29.307365,0.844511,2.382558,0.114065,0.205330
jacksons_chameleon,256,rgb,0.574939,33.355626,0.914707,2.448420,0.043480,0.130590
jacksons_chameleon,256,xyz,0.527563,29.728553,0.879581,3.354077,0.062607,0.113912
king_penguin,4,luv,0.072863,20.419662,0.682911,6.365933,0.384087,0.496220
king_penguin,4,rgb,0.125669,22.322991,0.755309,6.628142,0.318582,0.468704
king_penguin,4,xyz,0.151713,21.491736,0.748520,7.719889,0.369616,0.499245
king_penguin,16,luv,0.256155,26.528188,0.824763,3.529382,0.269043,0.401817
king_penguin,16,rgb,0.352675,28.855445,0.886618,3.622221,0.207073,0.345568
king_penguin,16,xyz,0.292364,26.849542,0.811561,4.011535,0.289694,0.436654
king_penguin,64,luv,0.389361,31.268428,0.892889,2.189132,0.164597,0.321906
king_penguin,64,rgb,0.516662,34.241578,0.933007,2.274230,0.111613,0.282291
king_penguin,64,xyz,0.475521,31.513058,0.911035,2.782833,0.115948,0.275303
king_penguin,256,luv,0.547556,35.305548,0.936846,1.408607,0.100559,0.246149
king_penguin,256,rgb,0.660533,38.610605,0.965867,1.522584,0.037286,0.152476
king_penguin,256,xyz,0.606960,35.197721,0.952986,2.065140,0.033577,0.121651
king_vulture,4,luv,0.037109,14.349965,0.447199,15.193743,0.654968,0.659202
king_vulture,4,rgb,0.126562,17.839412,0.573473,17.438725,0.611415,0.668686
king_vulture,4,xyz,0.123983,16.259708,0.550121,18.404852,0.680579,0.715507
king_vulture,16,luv,0.158216,21.257153,0.603195,7.427927,0.453900,0.521598
king_vulture,16,rgb,0.235012,23.563705,0.686906,8.189218,0.415945,0.508045
king_vulture,16,xyz,0.244957,21.169370,0.661314,11.610301,0.487885,0.559882
king_vulture,64,luv,0.292023,25.731173,0.737569,4.227622,0.317019,0.416314
king_vulture,64,rgb,0.404459,29.014666,0.828472,4.376940,0.235135,0.351286
king_vulture,64,xyz,0.368867,25.441446,0.766781,6.491045,0.259218,0.376578
king_vulture,256,luv,0.438069,29.894954,0.846160,2.556556,0.195031,0.307435
king_vulture,256,rgb,0.557322,33.702220,0.912807,2.734422,0.110371,0.254070
king_vulture,256,xyz,0.525878,30.174656,0.885496,3.702481,0.095659,0.214685
kingfisher,4,luv,0.133314,19.468355,0.708490,8.960923,0.480585,0.472279
kingfisher,4,rgb,0.170803,20.756096,0.735067,8.652915,0.478719,0.465500
kingfisher,4,xyz,0.171490,18.917781,0.710597,9.704262,0.517577,0.491367
kingfisher,16,luv,0.216861,23.218923,0.752732,5.248973,0.430588,0.422660
kingfisher,16,rgb,0.305957,26.146283,0.810590,5.243630,0.433996,0.433492
kingfisher,16,xyz,0.319817,23.455838,0.780263,6.024468,0.451088,0.459221
kingfisher,64,luv,0.344275,28.151016,0.826487,2.788414,0.393093,0.405403
kingfisher,64,rgb,0.433650,31.422245,0.879227,3.098034,0.373463,0.390035
kingfisher,64,xyz,0.461458,27.962141,0.846658,3.854441,0.350275,0.414475
kingfisher,256,luv,0.504046,32.365601,0.891171,1.602261,0.302747,0.379269
kingfisher,256,rgb,0.601568,36.313168,0.939960,1.835231,0.240940,0.353792
kingfisher,256,xyz,0.588641,31.883983,0.897939,2.425136,0.213774,0.341722
korean_dancer,4,luv,0.107015,15.960449,0.547536,12.642932,0.503655,0.569708
korean_dancer,4,rgb,0.168478,18.228906,0.564807,12.053094,0.462709,0.562453
korean_dancer,4,xyz,0.174730,16.448788,0.555675,14.195968,0.554059,0.577256
korean_dancer,16,luv,0.236336,21.908335,0.627203,6.376700,0.332927,0.459955
korean_dancer,16,rgb,0.302169,24.658392,0.728170,6.228614,0.323225,0.460629
korean_dancer,16,xyz,0.319404,21.099392,0.628027,8.388921,0.378661,0.493761
korean_dancer,64,luv,0.366802,27.063694,0.750563,3.544348,0.247545,0.388292
korean_dancer,64,rgb,0.474160,30.638518,0.847699,3.576309,0.183859,0.373766
korean_dancer,64,xyz,0.479460,26.323508,0.752021,5.123083,0.215942,0.388094
korean_dancer,256,luv,0.518640,32.352753,0.859151,1.949151,0.158270,0.311647
korean_dancer,256,rgb,0.641604,35.843866,0.929528,2.068624,0.077680,0.239418
korean_dancer,256,xyz,0.613422,30.505266,0.849711,3.242016,0.096735,0.232930
lights,4,luv,0.119082,12.183689,0.400746,20.891759,0.443558,0.604685
lights,4,rgb,0.151047,13.446785,0.466006,20.876893,0.408892,0.608142
lights,4,xyz,0.162393,12.689740,0.465470,21.946753,0.388858,0.642764
lights,16,luv,0.237913,17.191996,0.593346,11.362738,0.220022,0.383469
lights,16,rgb,0.303911,19.623164,0.687563,11.243072,0.151092,0.338848
lights,16,xyz,0.270238,15.662719,0.634024,15.064988,0.229741,0.392878
lights,64,luv,0.369846,21.640603,0.747334,5.981432,0.099815,0.225630
lights,64,rgb,0.442759,24.616500,0.822665,6.018895,0.044947,0.170728
lights,64,xyz,0.381341,20.285201,0.751736,8.459594,0.095199,0.195550
lights,256,luv,0.496294,25.763501,0.847037,3.373414,0.040097,0.142022
lights,256,rgb,0.574993,29.329892,0.905260,3.483723,0.011526,0.083323
lights,256,xyz,0.498393,23.930744,0.838192,5.078322,0.037935,0.100364
macarons,4,luv,0.060425,14.282611,0.537156,16.062845,0.561038,0.587838
macarons,4,rgb,0.123620,16.615019,0.589536,15.845710,0.554361,0.598579
macarons,4,xyz,0.112250,15.493123,0.572511,16.570944,0.585114,0.612843
macarons,16,luv,0.137339,19.314342,0.585788,8.681620,0.486248,0.524640
macarons,16,rgb,0.211953,22.290610,0.657310,8.912376,0.449711,0.522763
macarons,16,xyz,0.221786,18.935820,0.621649,11.218879,0.495150,0.554797
macarons,64,luv,0.248321,24.319127,0.670506,4.683081,0.380833,0.472955
macarons,64,rgb,0.344117,27.617255,0.769423,4.984847,0.319496,0.461006
macarons,64,xyz,0.357499,22.727922,0.722553,7.245437,0.344408,0.482704
macarons,256,luv,0.377442,28.852121,0.769006,2.625097,0.268865,0.417300
macarons,256,rgb,0.498365,32.650300,0.874461,2.703002,0.164593,0.371553
macarons,256,xyz,0.464780,27.090840,0.791230,4.177032,0.186284,0.364600
macaws,4,luv,0.047781,15.082982,0.631228,13.122069,0.474009,0.620354
macaws,4,rgb,0.085297,19.265946,0.693915,12.337340,0.479799,0.622244
macaws,4,xyz,0.134430,17.863514,0.700906,15.970318,0.621893,0.716009
macaws,16,luv,0.163125,24.010215,0.721814,5.310168,0.397068,0.542739
macaws,16,rgb,0.255406,26.492886,0.771195,5.576206,0.374674,0.527300
macaws,16,xyz,0.259065,23.656479,0.744590,9.724565,0.432241,0.582624
macaws,64,luv,0.286610,28.690229,0.785674,3.134657,0.316779,0.471851
macaws,64,rgb,0.431317,31.875237,0.863536,3.364466,0.195753,0.409669
macaws,64,xyz,0.408345,28.971934,0.839561,4.706529,0.228131,0.398203
macaws,256,luv,0.452650,33.235428,0.873717,1.876823,0.173672,0.357420
macaws,256,rgb,0.596942,36.720909,0.934761,2.071142,0.052106,0.202805
macaws,256,xyz,0.566688,33.430083,0.912966,2.842014,0.068079,0.174141
malayan_banded_pitta,4,luv,0.118080,18.764877,0.703348,11.357989,0.566113,0.598475
malayan_banded_pitta,4,rgb,0.184732,21.074557,0.757442,11.119645,0.572157,0.611518
malayan_banded_pitta,4,xyz,0.196378,20.404603,0.766100,10.980900,0.573763,0.606087
malayan_banded_pitta,16,luv,0.212545,23.754397,0.777844,6.378540,0.500575,0.527748
malayan_banded_pitta,16,rgb,0.347357,26.719598,0.849037,7.605280,0.497288,0.536963
malayan_banded_pitta,16,xyz,0.346598,24.800734,0.836673,8.748035,0.510854,0.557056
malayan_banded_pitta,64,luv,0.343020,28.367795,0.849263,3.701086,0.422590,0.459631
malayan_banded_pitta,64,rgb,0.473989,31.518947,0.903619,4.364752,0.367221,0.441728
malayan_banded_pitta,64,xyz,0.478825,28.822175,0.895599,5.999658,0.380918,0.470937
malayan_banded_pitta,256,luv,0.490592,32.729971,0.906572,2.235459,0.343891,0.417766
malayan_banded_pitta,256,rgb,0.621926,36.049414,0.950813,2.753182,0.240788,0.373667
malayan_banded_pitta,256,xyz,0.597268,32.757190,0.940341,4.075170,0.242704,0.385378
mandarin_ducks,4,luv,0.166391,22.623436,0.759226,7.147475,0.360563,0.543884
mandarin_ducks,4,rgb,0.261482,23.931157,0.787127,7.105179,0.410813,0.556962
mandarin_ducks,4,xyz,0.210017,23.444907,0.796637,7.527227,0.355962,0.535888
mandarin_ducks,16,luv,0.333557,27.713225,0.849306,4.024831,0.266767,0.451431
mandarin_ducks,16,rgb,0.456656,30.105750,0.901035,4.422552,0.233701,0.403174
mandarin_ducks,16,xyz,0.461743,28.794407,0.893471,5.000586,0.268009,0.418697
mandarin_ducks,64,luv,0.482877,32.009303,0.911455,2.581747,0.138493,0.329307
mandarin_ducks,64,rgb,0.621460,35.219571,0.957214,3.129040,0.078199,0.225540
mandarin_ducks,64,xyz,0.603762,32.840778,0.950183,3.722462,0.122040,0.276946
mandarin_ducks,256,luv,0.620659,36.041152,0.952958,1.654634,0.062841,0.207602
mandarin_ducks,256,rgb,0.741324,39.444826,0.978141,2.069396,0.025658,0.101418
mandarin_ducks,256,xyz,0.717886,36.455066,0.975112,2.916565,0.049467,0.138546
mandarinfish,4,luv,0.073070,16.415712,0.584770,14.599478,0.607126,0.614687
mandarinfish,4,rgb,0.119307,18.936298,0.618443,15.413406,0.674657,0.666260
mandarinfish,4,xyz,0.098347,17.249771,0.590513,16.806957,0.694150,0.690078
mandarinfish,16,luv,0.157958,20.391186,0.639934,8.768122,0.570259,0.540744
mandarinfish,16,rgb,0.257760,23.587424,0.720384,10.208293,0.553966,0.574526
mandarinfish,16,xyz,0.253672,21.609255,0.705394,12.594784,0.597294,0.625460
mandarinfish,64,luv,0.259532,25.131885,0.719532,5.058178,0.489096,0.493273
mandarinfish,64,rgb,0.381932,28.302539,0.811326,5.635812,0.404929,0.484066
mandarinfish,64,xyz,0.371584,24.783475,0.790381,9.243043,0.437008,0.535337
mandarinfish,256,luv,0.392892,29.220448,0.809146,3.018337,0.382533,0.453659
mandarinfish,256,rgb,0.515573,32.801602,0.886917,3.393343,0.243035,0.413169
mandarinfish,256,xyz,0.472893,28.359156,0.849323,6.282764,0.222315,0.425924
mangoes,4,luv,0.083473,19.202651,0.764023,7.967851,0.365172,0.366779
mangoes,4,rgb,0.128599,22.218691,0.782859,7.206492,0.396751,0.401400
mangoes,4,xyz,0.120715,21.693329,0.778389,7.104128,0.395465,0.397993
mangoes,16,luv,0.218329,26.866710,0.820449,3.380508,0.273110,0.328455
mangoes,16,rgb,0.271053,28.661696,0.837670,3.382077,0.271392,0.354863
