image,method,n_colors,psnr,ssim,time_ms,png_bytes
kodim19.png,mediancut,256,37.731,0.9799,92.6,262307
kodim19.png,maxcoverage,256,33.722,0.8968,114.6,146976
kodim19.png,fast,256,37.052,0.9497,5.2,175453
kodim19.png,kmeans,256,41.192,0.9832,2963.0,241098
kodim19.png,som,256,24.687,0.8603,4564.5,250977
kodim20.png,mediancut,16,27.446,0.9029,69.2,76930
kodim20.png,maxcoverage,16,23.904,0.7751,39.5,48214
kodim20.png,fast,16,25.085,0.8551,4.0,43777
kodim20.png,kmeans,16,31.6,0.9076,313.7,60594
kodim20.png,som,16,23.247,0.8647,267.0,58833
kodim20.png,mediancut,32,29.086,0.939,72.6,111002
kodim20.png,maxcoverage,32,25.801,0.8047,42.9,53108
kodim20.png,fast,32,28.937,0.8596,6.0,56821
kodim20.png,kmeans,32,35.065,0.9435,510.5,84053
kodim20.png,som,32,25.146,0.8867,663.8,77360
kodim20.png,mediancut,64,30.572,0.9541,88.2,151565
kodim20.png,maxcoverage,64,30.389,0.8688,62.1,62692
kodim20.png,fast,64,32.674,0.9159,6.1,97502
kodim20.png,kmeans,64,37.831,0.9666,912.5,114589
kodim20.png,som,64,24.225,0.893,1421.8,108654
kodim20.png,mediancut,128,34.227,0.9685,90.6,186516
kodim20.png,maxcoverage,128,32.647,0.8968,82.8,79088
kodim20.png,fast,128,35.715,0.9394,6.2,111709
kodim20.png,kmeans,128,40.341,0.9808,1712.2,150593
kodim20.png,som,128,25.928,0.9205,2483.9,151544
kodim20.png,mediancut,256,38.556,0.9814,93.0,225706
kodim20.png,maxcoverage,256,35.61,0.9249,107.6,108148
kodim20.png,fast,256,37.097,0.9471,4.7,116845
kodim20.png,kmeans,256,42.62,0.9873,2935.0,187325
kodim20.png,som,256,25.337,0.9232,5429.2,176268
kodim21.png,mediancut,16,26.952,0.8881,108.7,103953
kodim21.png,maxcoverage,16,24.956,0.7881,48.1,65223
kodim21.png,fast,16,27.327,0.8302,8.3,79672
kodim21.png,kmeans,16,30.741,0.8878,356.2,81595
kodim21.png,som,16,23.163,0.8494,327.1,89462
kodim21.png,mediancut,32,30.807,0.9208,108.2,115459
kodim21.png,maxcoverage,32,27.063,0.8329,51.4,78764
kodim21.png,fast,32,28.421,0.8548,7.3,98432
kodim21.png,kmeans,32,33.825,0.9305,635.1,102468
kodim21.png,som,32,22.75,0.8528,727.8,120998
kodim21.png,mediancut,64,34.202,0.9515,108.4,153280
kodim21.png,maxcoverage,64,29.312,0.8393,67.3,102970
kodim21.png,fast,64,30.673,0.8937,5.5,137108
kodim21.png,kmeans,64,36.42,0.9532,1003.3,139331
kodim21.png,som,64,23.145,0.8634,1460.9,160691
kodim21.png,mediancut,128,36.769,0.9699,118.4,197838
kodim21.png,maxcoverage,128,32.742,0.8836,95.0,134469
kodim21.png,fast,128,35.103,0.9389,5.9,160798
kodim21.png,kmeans,128,38.881,0.9711,1895.1,182471
kodim21.png,som,128,22.741,0.8739,3011.3,225369
kodim21.png,mediancut,256,38.989,0.9807,129.8,248192
kodim21.png,maxcoverage,256,35.57,0.9184,184.6,168824
kodim21.png,fast,256,37.031,0.9479,7.9,168816
kodim21.png,kmeans,256,41.112,0.9824,4485.7,234101
kodim21.png,som,256,22.338,0.8445,6043.2,251434
kodim22.png,mediancut,16,26.123,0.8439,172.8,97488
kodim22.png,maxcoverage,16,22.684,0.6364,63.8,62752
kodim22.png,fast,16,24.984,0.7586,5.9,79045
kodim22.png,kmeans,16,28.756,0.8451,539.2,86215
kodim22.png,som,16,22.083,0.8311,344.0,99908
kodim22.png,mediancut,32,28.35,0.8824,184.8,131278
kodim22.png,maxcoverage,32,25.648,0.7222,74.0,83932
kodim22.png,fast,32,26.137,0.7728,7.6,96474
kodim22.png,kmeans,32,31.598,0.8883,620.0,113624
kodim22.png,som,32,23.121,0.8604,738.4,141250
kodim22.png,mediancut,64,30.607,0.9174,189.6,165910
kodim22.png,maxcoverage,64,28.416,0.7845,114.9,110825
kodim22.png,fast,64,28.625,0.8368,6.2,154380
kodim22.png,kmeans,64,33.978,0.9284,1114.7,152230
kodim22.png,som,64,22.247,0.8494,1412.5,188342
kodim22.png,mediancut,128,32.767,0.9452,186.0,214077
kodim22.png,maxcoverage,128,30.749,0.8407,165.7,142931
kodim22.png,fast,128,32.082,0.9032,6.3,189341
kodim22.png,kmeans,128,36.152,0.9514,1895.0,195422
kodim22.png,som,128,23.031,0.8485,3030.9,233009
kodim22.png,mediancut,256,35.456,0.9613,238.6,269535
kodim22.png,maxcoverage,256,33.233,0.8859,333.0,177496
kodim22.png,fast,256,35.288,0.9354,7.5,209798
kodim22.png,kmeans,256,38.212,0.967,4087.7,249818
kodim22.png,som,256,22.746,0.8646,5755.9,288588
kodim23.png,mediancut,16,21.598,0.766,143.5,44493
kodim23.png,maxcoverage,16,19.824,0.6286,72.9,38351
kodim23.png,fast,16,19.612,0.6818,5.6,47757
kodim23.png,kmeans,16,26.492,0.7813,376.9,42806
kodim23.png,som,16,19.126,0.778,393.9,55078
kodim23.png,mediancut,32,25.867,0.7963,103.4,62848
kodim23.png,maxcoverage,32,23.226,0.7016,93.8,43679
kodim23.png,fast,32,25.698,0.7642,5.2,50020
kodim23.png,kmeans,32,29.236,0.8165,675.1,56580
kodim23.png,som,32,19.964,0.8253,755.9,88109
kodim23.png,mediancut,64,28.827,0.8489,105.6,91738
kodim23.png,maxcoverage,64,26.65,0.7436,140.3,64247
kodim23.png,fast,64,27.102,0.7756,5.7,83361
kodim23.png,kmeans,64,31.905,0.8639,1157.1,79374
kodim23.png,som,64,18.502,0.8306,1448.8,133994
kodim23.png,mediancut,128,31.414,0.8816,115.2,123353
kodim23.png,maxcoverage,128,29.155,0.7838,222.6,83534
kodim23.png,fast,128,29.289,0.82,5.9,118135
kodim23.png,kmeans,128,34.328,0.9019,1824.1,107045
kodim23.png,som,128,19.546,0.8473,3073.6,193988
kodim23.png,mediancut,256,33.4,0.9181,175.9,164662
kodim23.png,maxcoverage,256,31.686,0.8274,463.3,110756
kodim23.png,fast,256,32.542,0.8785,7.1,146761
kodim23.png,kmeans,256,36.607,0.9345,4987.1,145125
kodim23.png,som,256,19.611,0.8482,6444.4,257432
kodim24.png,mediancut,16,28.447,0.9241,159.6,110973
kodim24.png,maxcoverage,16,22.295,0.6765,57.4,79410
kodim24.png,fast,16,25.98,0.824,6.5,87545
kodim24.png,kmeans,16,30.163,0.9213,427.0,100611
kodim24.png,som,16,19.941,0.856,362.4,105891
kodim24.png,mediancut,32,30.092,0.9465,168.7,153650
kodim24.png,maxcoverage,32,25.639,0.7951,68.4,86208
kodim24.png,fast,32,26.807,0.8312,7.8,90769
kodim24.png,kmeans,32,32.679,0.9377,628.3,127861
kodim24.png,som,32,19.831,0.8573,791.4,142358
kodim24.png,mediancut,64,31.958,0.957,146.6,182857
kodim24.png,maxcoverage,64,27.743,0.8233,101.2,110896
kodim24.png,fast,64,30.367,0.9164,7.0,160219
kodim24.png,kmeans,64,35.051,0.9608,1185.8,164361
kodim24.png,som,64,21.059,0.8762,1568.6,178727
kodim24.png,mediancut,128,33.989,0.9686,174.9,220808
kodim24.png,maxcoverage,128,30.474,0.8765,152.9,137226
kodim24.png,fast,128,33.639,0.9499,6.1,189425
kodim24.png,kmeans,128,37.328,0.9738,2013.5,206258
kodim24.png,som,128,22.295,0.9192,2948.6,228895
kodim24.png,mediancut,256,36.53,0.9804,161.2,274178
kodim24.png,maxcoverage,256,33.211,0.9164,276.7,173343
kodim24.png,fast,256,36.066,0.9578,12.3,202883
kodim24.png,kmeans,256,39.431,0.983,4169.1,255870
kodim24.png,som,256,18.773,0.869,6308.0,284383
