image,k,method,mse_ours,mse_gold,ratio,log_ratio
plushies,256,OCT,107.60968356662326,154.163,0.6980253599542254,-0.15612879874057833
prickly_pears,256,MC,34.621106465657554,139.305,0.24852737852666848,-0.6046257611033145
prickly_pears,256,OCT,62.613775465223526,88.7827,0.7052474802548641,-0.151658456839896
puffin,256,MC,40.5259518093533,141.418,0.28656855428130296,-0.5427714672930718
puffin,256,OCT,42.30908626980252,72.5772,0.5829528594352292,-0.2343665631053133
race_car,256,MC,17.503919813368057,65.6401,0.2666650388004902,-0.5740339188856773
race_car,256,OCT,19.662388271755642,31.93,0.6157966887490023,-0.2105626507071027
red_eyed_tree_frog,256,MC,50.83574083116319,214.088,0.23745254676190722,-0.6244231680962326
red_eyed_tree_frog,256,OCT,41.222574869791664,71.9685,0.5727863561112384,-0.24200733556083845
red_knobbed_starfish,256,MC,47.45296986897787,201.104,0.23596233724330626,-0.627157310727828
red_knobbed_starfish,256,OCT,68.64522637261285,104.009,0.6599931387919589,-0.18046057930704062
rescue_helicopter,256,MC,19.731402079264324,80.1305,0.24624084561140047,-0.6086399061069172
rescue_helicopter,256,OCT,17.269322713216145,33.8222,0.5105913486767905,-0.2919265480389396
rose_bouquet,256,MC,52.32293785942925,217.039,0.24107620224673565,-0.6178456587350601
rose_bouquet,256,OCT,87.05825466579861,119.07,0.7311518826387723,-0.1359923974056155
sagami_temple,256,MC,38.4819590250651,184.992,0.20801958476617963,-0.6818957748666844
sagami_temple,256,OCT,51.19041019015842,85.3564,0.5997255061150473,-0.22204748037772418
salad_bowl,256,MC,62.35022735595703,245.556,0.25391449345956535,-0.595312508855044
salad_bowl,256,OCT,108.4040035671658,134.633,0.8051815198886291,-0.09410620137217443
schoolgirls,256,MC,76.24908023410373,263.735,0.2891124812182825,-0.5389331590826398
schoolgirls,256,OCT,104.43466101752387,151.927,0.6874002712982147,-0.16279030079452475
seattle_great_wheel,256,MC,41.44023980034722,184.047,0.22516118056989368,-0.6475064829037959
seattle_great_wheel,256,OCT,60.93617587619357,91.9777,0.6625103245264187,-0.17880734931581357
shawls,256,MC,61.49283006456163,249.966,0.24600477690790598,-0.6090564597071823
shawls,256,OCT,109.77438608805339,140.6,0.7807566578097681,-0.10748430368730517
shopping_bags,256,MC,4.592959933810764,22.2457,0.20646506667853853,-0.6851534192237939
shopping_bags,256,OCT,3.022879706488715,4.25598,0.7102664266487895,-0.1485787133664779
siberian_tiger,256,MC,12.497037251790365,78.629,0.15893674409938272,-0.798775687972926
siberian_tiger,256,OCT,20.058650546603733,32.2527,0.6219215925055495,-0.20626436464777304
skiers,256,MC,32.13967725965712,135.478,0.23723170743336275,-0.6248272653791994
skiers,256,OCT,41.05146365695529,65.8658,0.6232591672302666,-0.20533132494093245
spices,256,MC,28.21872795952691,125.598,0.22467497857869478,-0.6484452910444882
spices,256,OCT,38.606066385904946,63.4643,0.6083115450088467,-0.2158739410809594
sports_bicycles,256,MC,58.10762956407335,231.558,0.25094200832652447,-0.6004266306053823
sports_bicycles,256,OCT,104.0142067803277,136.352,0.7628359450563812,-0.1175688510588572
sun_parakeet,256,MC,24.65160878499349,106.485,0.2315031110953983,-0.6354431682638016
sun_parakeet,256,OCT,23.879201253255207,46.312,0.5156158501739335,-0.2876737407808671
tablet,256,MC,28.66202714708116,69.5691,0.411993645843933,-0.38510948201588807
tablet,256,OCT,17.07721455891927,20.4215,0.8362370324863143,-0.07767060376917634
textile_market,256,MC,101.5786641438802,309.159,0.3285644737623042,-0.48337939672290153
textile_market,256,OCT,84.1733169555664,144.315,0.58326103977803,-0.234137032269649
trade_fair_tower,256,MC,11.158292982313368,44.3441,0.25162970907772103,-0.599238084503359
trade_fair_tower,256,OCT,11.234841240776909,19.0049,0.5911549779676246,-0.22829864897854144
traffic,256,MC,38.16462961832682,145.289,0.2626807922026225,-0.5805716826208196
traffic,256,OCT,43.12931484646268,74.8371,0.5763092750315375,-0.23934439089478085
tulip_field,256,MC,67.89459143744574,236.203,0.287441698189463,-0.5414502300083387
tulip_field,256,OCT,93.81961737738715,144.204,0.6506034324802858,-0.1866836497794726
umbrellas,256,MC,57.42718166775174,205.05,0.28006428513899895,-0.5527422705266946
umbrellas,256,OCT,74.5050048828125,115.049,0.6475936764579657,-0.18869740064259807
veggie_pizza,256,MC,29.107758416069878,111.835,0.26027413972432495,-0.5845689803077846
veggie_pizza,256,OCT,41.33797963460287,59.3602,0.6963921892884941,-0.15714610855977504
veggies,256,MC,46.14502716064453,157.119,0.29369476104509656,-0.5321038003941164
veggies,256,OCT,65.0735371907552,93.3384,0.6971786230614111,-0.15665593772498085
venetian_lagoon,256,MC,26.497430589463974,110.202,0.24044418966501493,-0.6189857131915909
venetian_lagoon,256,OCT,37.651448567708336,58.1205,0.6478170106538714,-0.18854765228738052
vintage_cars,256,MC,47.86270056830512,152.931,0.3129692512852536,-0.5044983290769465
vintage_cars,256,OCT,65.40341356065538,90.3896,0.7235723308948748,-0.1405180487351452
wooden_toys,256,MC,43.8415281507704,99.4537,0.4408235002897871,-0.355735261311147
wooden_toys,256,OCT,23.736154344346787,46.9213,0.5058716264116038,-0.2959596788409701
wool_carder_bee,256,MC,43.747355143229164,166.813,0.2622538719597943,-0.5812780910910899
wool_carder_bee,256,OCT,72.84835137261285,99.7658,0.7301936272010333,-0.13656196169511495
yasaka_pagoda,256,MC,12.956338670518663,60.566,0.21392098983784075,-0.6697466005452656
yasaka_pagoda,256,OCT,16.45129903157552,26.8215,0.6133623783746442,-0.21228286572778832
