image,k,space,vifp,psnr,ssim,dE00
fruits,64,luv,0.311632,25.199039,0.724195,4.916332
fruits,64,rgb,0.418697,28.293855,0.818717,5.212873
fruits,64,xyz,0.380019,24.970479,0.767400,8.353294
fruits,256,luv,0.456623,29.727417,0.841508,2.893176
fruits,256,rgb,0.568335,33.065561,0.909394,3.055365
fruits,256,xyz,0.518338,29.557670,0.868663,4.836373
fruits_veggies,4,luv,0.078530,13.470633,0.463823,15.509697
fruits_veggies,4,rgb,0.177732,17.048704,0.598588,14.491893
fruits_veggies,4,xyz,0.147837,15.707184,0.549112,14.211781
fruits_veggies,16,luv,0.225903,20.757681,0.653738,7.397875
fruits_veggies,16,rgb,0.317044,23.755792,0.755116,7.455912
fruits_veggies,16,xyz,0.281703,20.129200,0.662877,9.491822
fruits_veggies,64,luv,0.342841,24.878305,0.750579,3.965601
fruits_veggies,64,rgb,0.455558,29.010233,0.868973,4.017158
fruits_veggies,64,xyz,0.403398,24.614674,0.768256,5.608394
fruits_veggies,256,luv,0.487714,29.385543,0.850356,2.273153
fruits_veggies,256,rgb,0.600151,33.732100,0.938821,2.358994
fruits_veggies,256,xyz,0.526940,28.777708,0.862414,3.518850
german_hot_air_balloon,4,luv,0.134549,20.806174,0.860647,6.110521
german_hot_air_balloon,4,rgb,0.161054,22.033547,0.879783,7.426423
german_hot_air_balloon,4,xyz,0.149201,21.056789,0.864138,7.187335
german_hot_air_balloon,16,luv,0.294413,26.288671,0.901667,3.003357
german_hot_air_balloon,16,rgb,0.340698,28.386620,0.920229,2.996904
german_hot_air_balloon,16,xyz,0.320207,25.585495,0.895277,3.991584
german_hot_air_balloon,64,luv,0.450915,31.682976,0.934734,1.561310
german_hot_air_balloon,64,rgb,0.521408,34.522362,0.952264,1.641470
german_hot_air_balloon,64,xyz,0.479402,31.592807,0.944826,2.043042
german_hot_air_balloon,256,luv,0.601374,36.835637,0.963909,0.859866
german_hot_air_balloon,256,rgb,0.675731,39.992214,0.976658,0.912023
german_hot_air_balloon,256,xyz,0.625022,36.273399,0.970621,1.224889
girl,4,luv,0.121800,20.999901,0.668004,7.953614
girl,4,rgb,0.146886,21.854601,0.692248,8.090101
girl,4,xyz,0.167331,20.040085,0.673883,10.482794
girl,16,luv,0.268793,26.854322,0.776227,4.174276
girl,16,rgb,0.358842,28.973060,0.831567,4.467477
girl,16,xyz,0.313548,25.657951,0.746673,5.983509
girl,64,luv,0.418874,31.768552,0.864143,2.289889
girl,64,rgb,0.549811,34.425339,0.925284,2.570354
girl,64,xyz,0.511317,31.695092,0.896119,3.499650
girl,256,luv,0.579415,36.206714,0.934478,1.388188
girl,256,rgb,0.703908,39.309946,0.969749,1.516593
girl,256,xyz,0.642446,35.355218,0.944692,2.462772
gourds,4,luv,0.124183,16.687906,0.455478,13.792272
gourds,4,rgb,0.190070,18.361822,0.590338,14.140963
gourds,4,xyz,0.156638,16.992522,0.507547,15.157327
gourds,16,luv,0.246508,21.258111,0.670964,7.411490
gourds,16,rgb,0.341596,24.224924,0.791920,8.103127
gourds,16,xyz,0.303021,21.244337,0.726755,10.962684
gourds,64,luv,0.379321,25.499194,0.807447,4.466991
gourds,64,rgb,0.479923,28.951046,0.890384,4.789752
gourds,64,xyz,0.424436,25.413634,0.835089,7.389990
gourds,256,luv,0.503108,29.055415,0.883648,2.822428
gourds,256,rgb,0.613354,33.218663,0.947801,3.109820
gourds,256,xyz,0.538343,29.364949,0.905778,4.793557
grilled_food,4,luv,0.154234,15.876239,0.366517,15.169073
grilled_food,4,rgb,0.213119,17.312998,0.461153,15.129224
grilled_food,4,xyz,0.193155,15.294050,0.409901,19.004189
grilled_food,16,luv,0.249650,20.009504,0.503038,7.860858
grilled_food,16,rgb,0.340650,23.209830,0.656954,7.924534
grilled_food,16,xyz,0.306602,19.545507,0.542236,13.461398
grilled_food,64,luv,0.380965,24.541287,0.702223,4.487612
grilled_food,64,rgb,0.483634,28.084729,0.828344,4.628822
grilled_food,64,xyz,0.417926,24.180182,0.681650,7.671622
grilled_food,256,luv,0.513214,28.689263,0.835884,2.619513
grilled_food,256,rgb,0.614636,32.631564,0.918637,2.753903
grilled_food,256,xyz,0.528302,27.923179,0.802289,4.726517
hard_candy,4,luv,0.098285,15.481142,0.429716,12.885859
hard_candy,4,rgb,0.162184,17.737781,0.530326,13.542884
hard_candy,4,xyz,0.127457,15.662938,0.473730,15.371776
hard_candy,16,luv,0.169833,20.346676,0.526458,7.114676
hard_candy,16,rgb,0.266367,23.338353,0.669541,6.946969
hard_candy,16,xyz,0.244184,19.757446,0.585852,9.126708
hard_candy,64,luv,0.289537,24.338507,0.661626,4.031928
hard_candy,64,rgb,0.414157,28.437304,0.820122,3.897620
hard_candy,64,xyz,0.369969,23.815653,0.705124,5.184012
hard_candy,256,luv,0.429964,28.715043,0.792437,2.337084
hard_candy,256,rgb,0.566490,33.290232,0.913852,2.248740
hard_candy,256,xyz,0.503377,27.711336,0.811408,3.038733
italian_hot_air_balloon,4,luv,0.058993,16.779485,0.659450,13.308516
italian_hot_air_balloon,4,rgb,0.152683,16.871698,0.730999,17.318419
italian_hot_air_balloon,4,xyz,0.206049,16.599309,0.728288,17.251150
italian_hot_air_balloon,16,luv,0.234269,21.716003,0.793389,5.713098
italian_hot_air_balloon,16,rgb,0.316959,24.488339,0.837139,5.968200
italian_hot_air_balloon,16,xyz,0.310386,21.642354,0.794959,8.234831
italian_hot_air_balloon,64,luv,0.390098,28.307727,0.861928,2.627294
italian_hot_air_balloon,64,rgb,0.468536,30.882930,0.898970,2.410904
italian_hot_air_balloon,64,xyz,0.443203,27.496021,0.870125,3.599302
italian_hot_air_balloon,256,luv,0.527639,33.016854,0.912096,1.451460
italian_hot_air_balloon,256,rgb,0.624155,36.293441,0.947015,1.369784
italian_hot_air_balloon,256,xyz,0.578908,31.837991,0.927299,1.959847
jacksons_chameleon,4,luv,0.077205,16.876470,0.414031,11.999093
jacksons_chameleon,4,rgb,0.176327,19.491479,0.610310,10.823076
jacksons_chameleon,4,xyz,0.191665,18.111740,0.606073,14.106627
jacksons_chameleon,16,luv,0.214086,21.477249,0.625659,6.671076
jacksons_chameleon,16,rgb,0.318778,24.640273,0.754857,6.668983
jacksons_chameleon,16,xyz,0.312543,22.551609,0.729450,7.924976
jacksons_chameleon,64,luv,0.330380,25.277130,0.750326,3.945515
jacksons_chameleon,64,rgb,0.438952,29.057668,0.840311,4.104980
jacksons_chameleon,64,xyz,0.420665,26.250369,0.822443,5.067077
jacksons_chameleon,256,luv,0.467309,29.307365,0.844511,2.382558
jacksons_chameleon,256,rgb,0.574939,33.355626,0.914707,2.448420
jacksons_chameleon,256,xyz,0.527563,29.728553,0.879581,3.354077
king_penguin,4,luv,0.072863,20.419662,0.682911,6.365933
king_penguin,4,rgb,0.125669,22.322991,0.755309,6.628142
king_penguin,4,xyz,0.151713,21.491736,0.748520,7.719889
king_penguin,16,luv,0.256155,26.528188,0.824763,3.529382
king_penguin,16,rgb,0.352675,28.855445,0.886618,3.622221
king_penguin,16,xyz,0.292364,26.849542,0.811561,4.011535
king_penguin,64,luv,0.389361,31.268428,0.892889,2.189132
king_penguin,64,rgb,0.516662,34.241578,0.933007,2.274230
king_penguin,64,xyz,0.475521,31.513058,0.911035,2.782833
king_penguin,256,luv,0.547556,35.305548,0.936846,1.408607
king_penguin,256,rgb,0.660533,38.610605,0.965867,1.522584
king_penguin,256,xyz,0.606960,35.197721,0.952986,2.065140
king_vulture,4,luv,0.037109,14.349965,0.447199,15.193743
king_vulture,4,rgb,0.126562,17.839412,0.573473,17.438725
king_vulture,4,xyz,0.123983,16.259708,0.550121,18.404852
king_vulture,16,luv,0.158216,21.257153,0.603195,7.427927
king_vulture,16,rgb,0.235012,23.563705,0.686906,8.189218
king_vulture,16,xyz,0.244957,21.169370,0.661314,11.610301
king_vulture,64,luv,0.292023,25.731173,0.737569,4.227622
king_vulture,64,rgb,0.404459,29.014666,0.828472,4.376940
king_vulture,64,xyz,0.368867,25.441446,0.766781,6.491045
king_vulture,256,luv,0.438069,29.894954,0.846160,2.556556
king_vulture,256,rgb,0.557322,33.702220,0.912807,2.734422
king_vulture,256,xyz,0.525878,30.174656,0.885496,3.702481
kingfisher,4,luv,0.133314,19.468355,0.708490,8.960923
kingfisher,4,rgb,0.170803,20.756096,0.735067,8.652915
kingfisher,4,xyz,0.171490,18.917781,0.710597,9.704262
kingfisher,16,luv,0.216861,23.218923,0.752732,5.248973
kingfisher,16,rgb,0.305957,26.146283,0.810590,5.243630
kingfisher,16,xyz,0.319817,23.455838,0.780263,6.024468
kingfisher,64,luv,0.344275,28.151016,0.826487,2.788414
kingfisher,64,rgb,0.433650,31.422245,0.879227,3.098034
kingfisher,64,xyz,0.461458,27.962141,0.846658,3.854441
kingfisher,256,luv,0.504046,32.365601,0.891171,1.602261
kingfisher,256,rgb,0.601568,36.313168,0.939960,1.835231
kingfisher,256,xyz,0.588641,31.883983,0.897939,2.425136
korean_dancer,4,luv,0.107015,15.960449,0.547536,12.642932
korean_dancer,4,rgb,0.168478,18.228906,0.564807,12.053094
korean_dancer,4,xyz,0.174730,16.448788,0.555675,14.195968
korean_dancer,16,luv,0.236336,21.908335,0.627203,6.376700
korean_dancer,16,rgb,0.302169,24.658392,0.728170,6.228614
korean_dancer,16,xyz,0.319404,21.099392,0.628027,8.388921
korean_dancer,64,luv,0.366802,27.063694,0.750563,3.544348
korean_dancer,64,rgb,0.474160,30.638518,0.847699,3.576309
korean_dancer,64,xyz,0.479460,26.323508,0.752021,5.123083
korean_dancer,256,luv,0.518640,32.352753,0.859151,1.949151
korean_dancer,256,rgb,0.641604,35.843866,0.929528,2.068624
korean_dancer,256,xyz,0.613422,30.505266,0.849711,3.242016
lights,4,luv,0.119082,12.183689,0.400746,20.891759
lights,4,rgb,0.151047,13.446785,0.466006,20.876893
lights,4,xyz,0.162393,12.689740,0.465470,21.946753
lights,16,luv,0.237913,17.191996,0.593346,11.362738
lights,16,rgb,0.303911,19.623164,0.687563,11.243072
lights,16,xyz,0.270238,15.662719,0.634024,15.064988
lights,64,luv,0.369846,21.640603,0.747334,5.981432
lights,64,rgb,0.442759,24.616500,0.822665,6.018895
lights,64,xyz,0.381341,20.285201,0.751736,8.459594
lights,256,luv,0.496294,25.763501,0.847037,3.373414
lights,256,rgb,0.574993,29.329892,0.905260,3.483723
lights,256,xyz,0.498393,23.930744,0.838192,5.078322
macarons,4,luv,0.060425,14.282611,0.537156,16.062845
macarons,4,rgb,0.123620,16.615019,0.589536,15.845710
macarons,4,xyz,0.112250,15.493123,0.572511,16.570944
macarons,16,luv,0.137339,19.314342,0.585788,8.681620
macarons,16,rgb,0.211953,22.290610,0.657310,8.912376
macarons,16,xyz,0.221786,18.935820,0.621649,11.218879
macarons,64,luv,0.248321,24.319127,0.670506,4.683081
macarons,64,rgb,0.344117,27.617255,0.769423,4.984847
macarons,64,xyz,0.357499,22.727922,0.722553,7.245437
macarons,256,luv,0.377442,28.852121,0.769006,2.625097
macarons,256,rgb,0.498365,32.650300,0.874461,2.703002
macarons,256,xyz,0.464780,27.090840,0.791230,4.177032
macaws,4,luv,0.047781,15.082982,0.631228,13.122069
macaws,4,rgb,0.085297,19.265946,0.693915,12.337340
macaws,4,xyz,0.134430,17.863514,0.700906,15.970318
macaws,16,luv,0.163125,24.010215,0.721814,5.310168
macaws,16,rgb,0.255406,26.492886,0.771195,5.576206
macaws,16,xyz,0.259065,23.656479,0.744590,9.724565
macaws,64,luv,0.286610,28.690229,0.785674,3.134657
macaws,64,rgb,0.431317,31.875237,0.863536,3.364466
macaws,64,xyz,0.408345,28.971934,0.839561,4.706529
macaws,256,luv,0.452650,33.235428,0.873717,1.876823
macaws,256,rgb,0.596942,36.720909,0.934761,2.071142
macaws,256,xyz,0.566688,33.430083,0.912966,2.842014
malayan_banded_pitta,4,luv,0.118080,18.764877,0.703348,11.357989
malayan_banded_pitta,4,rgb,0.184732,21.074557,0.757442,11.119645
malayan_banded_pitta,4,xyz,0.196378,20.404603,0.766100,10.980900
malayan_banded_pitta,16,luv,0.212545,23.754397,0.777844,6.378540
malayan_banded_pitta,16,rgb,0.347357,26.719598,0.849037,7.605280
malayan_banded_pitta,16,xyz,0.346598,24.800734,0.836673,8.748035
malayan_banded_pitta,64,luv,0.343020,28.367795,0.849263,3.701086
malayan_banded_pitta,64,rgb,0.473989,31.518947,0.903619,4.364752
malayan_banded_pitta,64,xyz,0.478825,28.822175,0.895599,5.999658
malayan_banded_pitta,256,luv,0.490592,32.729971,0.906572,2.235459
malayan_banded_pitta,256,rgb,0.621926,36.049414,0.950813,2.753182
malayan_banded_pitta,256,xyz,0.597268,32.757190,0.940341,4.075170
mandarin_ducks,4,luv,0.166391,22.623436,0.759226,7.147475
mandarin_ducks,4,rgb,0.261482,23.931157,0.787127,7.105179
mandarin_ducks,4,xyz,0.210017,23.444907,0.796637,7.527227
mandarin_ducks,16,luv,0.333557,27.713225,0.849306,4.024831
mandarin_ducks,16,rgb,0.456656,30.105750,0.901035,4.422552
mandarin_ducks,16,xyz,0.461743,28.794407,0.893471,5.000586
mandarin_ducks,64,luv,0.482877,32.009303,0.911455,2.581747
mandarin_ducks,64,rgb,0.621460,35.219571,0.957214,3.129040
mandarin_ducks,64,xyz,0.603762,32.840778,0.950183,3.722462
mandarin_ducks,256,luv,0.620659,36.041152,0.952958,1.654634
mandarin_ducks,256,rgb,0.741324,39.444826,0.978141,2.069396
mandarin_ducks,256,xyz,0.717886,36.455066,0.975112,2.916565
mandarinfish,4,luv,0.073070,16.415712,0.584770,14.599478
mandarinfish,4,rgb,0.119307,18.936298,0.618443,15.413406
mandarinfish,4,xyz,0.098347,17.249771,0.590513,16.806957
mandarinfish,16,luv,0.157958,20.391186,0.639934,8.768122
mandarinfish,16,rgb,0.257760,23.587424,0.720384,10.208293
mandarinfish,16,xyz,0.253672,21.609255,0.705394,12.594784
mandarinfish,64,luv,0.259532,25.131885,0.719532,5.058178
mandarinfish,64,rgb,0.381932,28.302539,0.811326,5.635812
mandarinfish,64,xyz,0.371584,24.783475,0.790381,9.243043
mandarinfish,256,luv,0.392892,29.220448,0.809146,3.018337
mandarinfish,256,rgb,0.515573,32.801602,0.886917,3.393343
mandarinfish,256,xyz,0.472893,28.359156,0.849323,6.282764
mangoes,4,luv,0.083473,19.202651,0.764023,7.967851
mangoes,4,rgb,0.128599,22.218691,0.782859,7.206492
mangoes,4,xyz,0.120715,21.693329,0.778389,7.104128
mangoes,16,luv,0.218329,26.866710,0.820449,3.380508
mangoes,16,rgb,0.271053,28.661696,0.837670,3.382077
mangoes,16,xyz,0.294620,26.309745,0.845505,4.287843
mangoes,64,luv,0.368655,31.390937,0.874413,1.838045
mangoes,64,rgb,0.470356,34.468764,0.916252,1.861333
mangoes,64,xyz,0.462596,31.663546,0.902212,2.180703
mangoes,256,luv,0.534254,35.628677,0.929740,1.063166
mangoes,256,rgb,0.631408,39.513982,0.961672,1.122266
mangoes,256,xyz,0.592057,35.899837,0.945469,1.354479
marrakech_museum,4,luv,0.219939,14.546861,0.747196,14.427580
marrakech_museum,4,rgb,0.295690,17.069938,0.862201,14.199945
marrakech_museum,4,xyz,0.294283,15.271307,0.825809,16.162059
marrakech_museum,16,luv,0.407972,21.246485,0.934826,6.741214
marrakech_museum,16,rgb,0.472808,23.682824,0.956856,6.711588
marrakech_museum,16,xyz,0.417048,19.994895,0.933060,9.506047
marrakech_museum,64,luv,0.536627,25.805948,0.973350,4.028263
marrakech_museum,64,rgb,0.620187,29.126945,0.985674,4.010377
marrakech_museum,64,xyz,0.526128,24.413544,0.972701,6.054965
marrakech_museum,256,luv,0.640890,29.640321,0.987807,2.548421
marrakech_museum,256,rgb,0.733783,33.770861,0.994580,2.667403
marrakech_museum,256,xyz,0.638785,28.678278,0.988704,3.707560
maya_beach,4,luv,0.149609,17.810988,0.689527,10.568281
maya_beach,4,rgb,0.203316,20.252675,0.755423,10.174435
maya_beach,4,xyz,0.172854,19.214426,0.712665,11.163508
maya_beach,16,luv,0.274908,23.828232,0.801564,5.469634
maya_beach,16,rgb,0.352832,25.967592,0.848206,6.135632
maya_beach,16,xyz,0.344824,23.014066,0.830121,8.087023
maya_beach,64,luv,0.405923,28.108100,0.876134,3.186362
maya_beach,64,rgb,0.502572,31.063079,0.915750,3.524026
maya_beach,64,xyz,0.472663,28.092497,0.896260,4.616316
maya_beach,256,luv,0.553772,32.347825,0.934125,1.945184
maya_beach,256,rgb,0.659049,35.827296,0.964111,2.171928
maya_beach,256,xyz,0.611144,32.055948,0.950145,2.987700
medicine_packets,4,luv,0.100466,11.635746,0.333807,20.200468
medicine_packets,4,rgb,0.224774,16.053616,0.574271,14.706779
medicine_packets,4,xyz,0.214378,14.150947,0.567676,19.717064
medicine_packets,16,luv,0.339907,20.490405,0.738223,7.301439
medicine_packets,16,rgb,0.428760,23.093195,0.838616,8.119038
medicine_packets,16,xyz,0.370068,19.174336,0.772115,10.384133
medicine_packets,64,luv,0.485821,25.273975,0.876816,4.057823
medicine_packets,64,rgb,0.570592,28.357829,0.925778,4.283994
medicine_packets,64,xyz,0.507325,23.543368,0.878733,6.029640
medicine_packets,256,luv,0.604210,29.212378,0.933494,2.468145
medicine_packets,256,rgb,0.698182,33.102494,0.967427,2.691146
medicine_packets,256,xyz,0.618826,27.529361,0.935818,3.750079
moroccan_babouches,4,luv,0.134015,18.039173,0.468326,12.151992
moroccan_babouches,4,rgb,0.199212,19.571212,0.579916,12.338087
moroccan_babouches,4,xyz,0.211188,18.324371,0.598313,13.714291
moroccan_babouches,16,luv,0.254176,22.239232,0.658171,7.175660
moroccan_babouches,16,rgb,0.359004,25.046028,0.783354,7.605868
moroccan_babouches,16,xyz,0.340295,22.646066,0.755322,9.798946
moroccan_babouches,64,luv,0.387950,26.727530,0.805003,4.306431
moroccan_babouches,64,rgb,0.508942,29.919392,0.894417,4.648050
moroccan_babouches,64,xyz,0.470430,26.312895,0.854856,7.311760
moroccan_babouches,256,luv,0.530140,30.766314,0.898479,2.622934
moroccan_babouches,256,rgb,0.646432,34.439631,0.952128,2.859869
moroccan_babouches,256,xyz,0.596378,30.515058,0.918676,4.596070
motocross,4,luv,0.217429,19.512481,0.641495,9.735850
motocross,4,rgb,0.297991,22.078862,0.752144,9.704392
motocross,4,xyz,0.232093,20.597731,0.646035,10.811826
motocross,16,luv,0.361417,24.864862,0.802628,5.504771
motocross,16,rgb,0.482023,27.385502,0.884019,6.237892
motocross,16,xyz,0.457725,25.026931,0.873922,8.046967
motocross,64,luv,0.531821,29.773874,0.908358,3.287771
motocross,64,rgb,0.630882,32.651624,0.951803,3.688250
motocross,64,xyz,0.579891,29.869654,0.930964,5.482025
motocross,256,luv,0.663550,34.009174,0.958619,2.121288
motocross,256,rgb,0.759204,37.267844,0.980594,2.507224
motocross,256,xyz,0.704203,34.051349,0.964678,3.569473
motorcycle,4,luv,0.125980,17.279424,0.466249,11.910326
motorcycle,4,rgb,0.190254,18.609575,0.565041,13.171605
motorcycle,4,xyz,0.185174,16.954309,0.574513,14.636820
motorcycle,16,luv,0.271209,22.286497,0.692700,5.912070
motorcycle,16,rgb,0.363406,24.898044,0.806367,6.834050
motorcycle,16,xyz,0.336514,22.388185,0.762740,8.756965
motorcycle,64,luv,0.427916,26.742814,0.847296,3.601360
motorcycle,64,rgb,0.540990,30.238944,0.920297,3.743337
motorcycle,64,xyz,0.487135,27.075209,0.873366,5.251792
motorcycle,256,luv,0.574758,30.780279,0.922627,2.276317
motorcycle,256,rgb,0.677837,34.717088,0.964746,2.559267
motorcycle,256,xyz,0.630205,31.069784,0.939333,3.352323
mural,4,luv,0.186906,17.044558,0.664961,10.418402
mural,4,rgb,0.304879,19.814808,0.812303,9.697839
mural,4,xyz,0.273940,18.460793,0.768351,10.191167
mural,16,luv,0.392281,24.026312,0.869031,4.888354
mural,16,rgb,0.481327,26.675772,0.912572,5.224132
mural,16,xyz,0.447934,24.192320,0.892430,6.285827
mural,64,luv,0.556246,29.047413,0.930500,2.861320
mural,64,rgb,0.646156,32.091246,0.961992,3.085218
mural,64,xyz,0.591804,28.881151,0.947507,3.722406
mural,256,luv,0.681122,33.472754,0.969767,1.731842
mural,256,rgb,0.774948,37.032751,0.984792,1.974670
mural,256,xyz,0.732522,33.414843,0.976810,2.508039
nylon_cords,4,luv,0.125007,16.126644,0.400837,14.626060
nylon_cords,4,rgb,0.165985,17.131193,0.487398,14.897862
nylon_cords,4,xyz,0.161227,15.526453,0.440263,17.855456
nylon_cords,16,luv,0.265876,21.177082,0.657840,6.799429
nylon_cords,16,rgb,0.331018,23.344080,0.766928,7.175860
nylon_cords,16,xyz,0.291951,20.306798,0.672022,10.302818
nylon_cords,64,luv,0.437190,26.734022,0.848054,3.482138
nylon_cords,64,rgb,0.513549,29.260929,0.913976,3.400741
nylon_cords,64,xyz,0.459927,26.011944,0.837369,5.016798
nylon_cords,256,luv,0.570617,30.519123,0.922194,2.001281
nylon_cords,256,rgb,0.643736,33.660636,0.960656,2.108033
nylon_cords,256,xyz,0.584226,29.868025,0.916365,3.051352
paper_clips,4,luv,0.184206,17.650272,0.756379,7.389750
paper_clips,4,rgb,0.200675,19.379195,0.772431,8.056676
paper_clips,4,xyz,0.220089,16.051745,0.776829,8.704724
paper_clips,16,luv,0.331274,25.382367,0.862296,3.164645
paper_clips,16,rgb,0.405631,27.745587,0.897014,3.277788
paper_clips,16,xyz,0.404315,24.951411,0.893492,3.666529
paper_clips,64,luv,0.518995,31.073364,0.942103,1.619978
paper_clips,64,rgb,0.616470,33.860206,0.963236,1.934745
paper_clips,64,xyz,0.568404,29.289267,0.947449,2.434698
paper_clips,256,luv,0.660396,35.465936,0.970639,0.851184
paper_clips,256,rgb,0.755217,39.292561,0.985890,1.120831
paper_clips,256,xyz,0.695476,34.287268,0.974093,1.324719
peacock,4,luv,0.140050,18.607851,0.597429,12.099281
peacock,4,rgb,0.266419,19.593123,0.773114,12.664456
peacock,4,xyz,0.194596,19.195589,0.638659,13.013991
peacock,16,luv,0.300630,22.956611,0.813053,7.686296
peacock,16,rgb,0.421200,25.757217,0.902169,9.103585
peacock,16,xyz,0.378947,23.655286,0.871431,9.657008
peacock,64,luv,0.429710,26.614551,0.902552,4.962183
peacock,64,rgb,0.541672,29.849047,0.950776,6.004005
peacock,64,xyz,0.506553,27.082727,0.936551,7.868939
peacock,256,luv,0.552961,30.282569,0.951664,3.173606
peacock,256,rgb,0.655489,33.736472,0.977338,3.909040
peacock,256,xyz,0.600379,29.954271,0.963222,6.290730
pencils,4,luv,0.074772,18.857254,0.546383,10.409436
pencils,4,rgb,0.118936,19.679009,0.603999,10.658679
pencils,4,xyz,0.149557,16.660893,0.556757,16.848838
pencils,16,luv,0.221594,23.933784,0.688275,5.205028
pencils,16,rgb,0.289937,26.771382,0.781335,4.796271
pencils,16,xyz,0.279508,23.782340,0.726379,6.842810
pencils,64,luv,0.449839,31.522513,0.874103,2.034640
pencils,64,rgb,0.515268,33.541775,0.912190,2.009349
pencils,64,xyz,0.460958,29.548365,0.865551,3.389641
pencils,256,luv,0.643291,36.844441,0.947069,1.013890
pencils,256,rgb,0.717454,39.627668,0.969720,1.005920
pencils,256,xyz,0.633447,35.019980,0.933149,1.581849
pigments,4,luv,0.045947,14.119659,0.258112,16.729281
pigments,4,rgb,0.138012,17.102978,0.467798,15.861209
pigments,4,xyz,0.139716,15.529339,0.481843,18.843011
pigments,16,luv,0.162113,19.109604,0.525255,9.157943
pigments,16,rgb,0.270510,22.553983,0.705609,8.890663
pigments,16,xyz,0.285580,19.571269,0.695954,11.864317
pigments,64,luv,0.308793,24.890916,0.749564,4.788568
pigments,64,rgb,0.415658,27.865097,0.858541,4.649925
pigments,64,xyz,0.399152,23.755732,0.808757,7.539637
pigments,256,luv,0.445795,28.814257,0.870203,2.993339
pigments,256,rgb,0.560747,32.311742,0.937893,2.978664
pigments,256,xyz,0.509655,27.551150,0.882483,4.455960
pink_mosque,4,luv,0.121563,16.581749,0.451269,13.481937
pink_mosque,4,rgb,0.169346,17.828164,0.575825,13.583260
pink_mosque,4,xyz,0.132650,16.648683,0.475164,14.469298
pink_mosque,16,luv,0.248886,21.105491,0.643746,7.510071
pink_mosque,16,rgb,0.311806,23.341961,0.736927,7.459597
pink_mosque,16,xyz,0.253422,20.146045,0.653897,10.122257
pink_mosque,64,luv,0.372024,25.374011,0.769043,4.228706
pink_mosque,64,rgb,0.467203,28.406946,0.862151,4.556440
pink_mosque,64,xyz,0.371400,23.754811,0.760475,7.007914
pink_mosque,256,luv,0.504907,29.256199,0.860278,2.567081
pink_mosque,256,rgb,0.603831,32.916677,0.934138,2.746488
pink_mosque,256,xyz,0.492888,27.660353,0.846036,4.702788
plushies,4,luv,0.183664,15.918424,0.606072,15.271927
plushies,4,rgb,0.285851,18.806005,0.786105,14.316490
plushies,4,xyz,0.236858,17.292084,0.700254,15.607084
plushies,16,luv,0.311383,20.428153,0.796257,9.141697
plushies,16,rgb,0.423094,23.475132,0.892786,9.549162
plushies,16,xyz,0.378917,21.486845,0.855176,11.803789
plushies,64,luv,0.454542,24.956084,0.903022,5.461004
plushies,64,rgb,0.552666,28.027441,0.948196,5.974489
plushies,64,xyz,0.487949,24.513522,0.920962,9.060257
plushies,256,luv,0.570555,28.713738,0.949050,3.450150
plushies,256,rgb,0.669520,32.308415,0.976552,4.001108
plushies,256,xyz,0.595995,28.228887,0.954224,5.794966
prickly_pears,4,luv,0.112829,16.535282,0.424405,13.477798
prickly_pears,4,rgb,0.241326,19.269145,0.635304,14.619228
prickly_pears,4,xyz,0.240448,17.643748,0.615657,16.876461
prickly_pears,16,luv,0.270458,22.322502,0.678943,6.673476
prickly_pears,16,rgb,0.377600,24.871499,0.781657,7.825433
prickly_pears,16,xyz,0.378732,21.771996,0.772723,11.461265
prickly_pears,64,luv,0.441409,27.151959,0.833770,3.837660
prickly_pears,64,rgb,0.551594,30.460745,0.910919,3.952514
prickly_pears,64,xyz,0.513319,26.762868,0.861337,6.507317
prickly_pears,256,luv,0.582223,31.453595,0.916255,2.366530
prickly_pears,256,rgb,0.690712,35.155323,0.961580,2.515157
prickly_pears,256,xyz,0.644726,31.363669,0.927020,3.654197
puffin,4,luv,0.111155,17.360265,0.618398,11.032741
puffin,4,rgb,0.171491,19.369193,0.755626,10.305084
puffin,4,xyz,0.174092,17.836952,0.680774,11.147127
puffin,16,luv,0.251188,23.490109,0.799167,5.074088
puffin,16,rgb,0.337454,25.846115,0.842383,5.888636
puffin,16,xyz,0.360434,23.277620,0.833404,7.136542
puffin,64,luv,0.418172,28.321285,0.874279,2.879924
puffin,64,rgb,0.528435,31.400591,0.920208,3.238374
puffin,64,xyz,0.521222,27.422335,0.913123,4.734127
puffin,256,luv,0.565496,32.418225,0.932045,1.772964
puffin,256,rgb,0.686380,36.226087,0.968647,2.058898
puffin,256,xyz,0.649633,31.562784,0.956263,2.904908
race_car,4,luv,0.142166,19.483421,0.701833,9.585252
race_car,4,rgb,0.146160,19.609011,0.702122,9.548107
race_car,4,xyz,0.145671,18.083614,0.696889,11.060197
race_car,16,luv,0.279420,25.922772,0.797380,3.745007
race_car,16,rgb,0.368360,28.410109,0.837863,3.808987
race_car,16,xyz,0.368886,26.312742,0.819233,5.355947
race_car,64,luv,0.485195,32.459925,0.897669,2.022121
race_car,64,rgb,0.587267,34.891134,0.934452,2.019239
race_car,64,xyz,0.554758,31.653302,0.907664,2.617500
race_car,256,luv,0.653772,37.039514,0.950250,1.214708
race_car,256,rgb,0.750220,40.095932,0.973681,1.330976
race_car,256,xyz,0.706029,37.012391,0.958965,1.659637
red_eyed_tree_frog,4,luv,0.085094,18.931591,0.622103,8.328339
